,FINAL,FRASE,Unnamed: 2,OBJ/SUBJ
1851,0,"queria comprar note da Dell, mas só encontro com teclado numérico e nao gosto",,objetiva
1852,-1,Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI - Técnico au... http://www.reclameaqui.com.br/12977428/dell-computadores-do-brasil/tecnico-autorizado-destruiu-meu-note-na-garantia-e-a-del,,subjetiva
1853,0,Le note dell'amore - Migue Cris https://youtu.be/wXRDDZn492U  via @YouTube,,objetiva
1854,0,Ta ficando cada vez minha cara! #note #notebook #dell #inspiron #gamer #skyrim https://instagram.com/p/2cD3A6SFVS/,,objetiva
1855,-1,"Sério Dell, eu tenho que decorar a quantidade de apitos que o retardado do meu note da ?",,subjetiva
1856,-1,"Aff que bosta, meu note ta travando muito, de um jeito anormal... Porra é um Dell! Não era pra ser assim!",,subjetiva
1857,0,Problemas com o carregador de seu note? Separamos as principais dicas para vocês ? - http://dell.to/1GlC6UG,,objetiva
1858,-1,"Recebo tanto e-mail da Dell q qdo for comprar outro note, escolherei qualquer outra marca! #cansei #peguei_nojo",,subjetiva
1859,-2,"Bom dia pra quem não quis finalizar a compra do note ontem e hoje ele acordou R$ 100 mais caro. Obrigada, Dell! :(",,subjetiva
1860,0,Agora vou ficar com dois note Dell i7... Kkkkkkkkkkkk....,,objetiva
1861,0,É a mesma coisa que vc trocar dois ultrabook da dell por um note da positivo,,objetiva
1862,1,"dell melhor empresa, nao deu uma semana os loco vieram na baia trocar o lcd do note, sem custo",,subjetiva
1863,0,"Eu gosto ainda mais do meu note quando eu vou mexer em outro. Tava mexendo em um da Dell, que é muito reconhecido",,objetiva
1864,-1,"Eu simplesmente não encontro no site da Dell como faço pra solicitar o suporte deles, pq meu note tá com problema numa das portas usb dele",,subjetiva
1865,0,Vendendo meu note Dell i7 com placa de vídeo 1GB. Ajuda aí galera. =) http://fb.me/20hNTxBV7,,objetiva
1866,0,Separamos tuuuudo sobre a bateria de seu note Dell ? - http://del.ly/6016A80e,,objetiva
1867,1,mru irmaozinho eu vo comprq um note da dell af eu fico la no trampo mexendo queria tanto p mim af......,,subjetiva
1868,-1,"Meu note dá dando umas travada monstruosa. Mas não consigo atualizar os hardwares pelo site da dell, sos",,subjetiva
1869,0,Depois que a gente compra um note é que vê dell i5 por menos de R$ 2000 sinceramente....,,objetiva
1870,-1,"Então né, eu cliquei num negócio e o note reiniciou(ele tava fazendo algo de backup dell sei lá) aí né, foda",,subjetiva
1871,0,Voltei pra dell. Acabou a bateria do note e quase morri congelado lá,,objetiva
1872,0,Liguei para o técnico da Dell hoje. Ficamos 2h no telefone. Ele teve que acessar meu note pelo remoto e o YouTube entrou no suporte.,,objetiva
1873,0,@lygiacruz Mas a Dell deu outro note para o cliente,,objetiva
1874,1,Essa Dell é demais... Note chegoooou ?,,subjetiva
1875,-1,"A Dell cobrando a pequena quantia de R$ 1.500,00 pra trocar o lcd do meu note.  Existem várias formas de assalto, realmente..",,subjetiva
1876,-1,O @DellAjuda é a última esperança. Comprei Note c/ Office 2013. A Dell não mandou chave do produto e ainda me diz p/ resolver c/ a microsoft,,subjetiva
1877,-1,Cuidado com a Dell. Adquiri um Note Dell com Office incluído.  Não mandaram a chave do produto e ainda me mandam falar com a Microsoft .,,subjetiva
1878,0,@DellAjudaPRO Boa tarde... formatei meu note dell e veio cheio dos app que não uso... quero saber como faço p instalar o windows sem os app,,objetiva
1879,1,"Meu dell latitude eh loco demaisss, q note bom",,subjetiva
1880,0,@DellnoBrasil Tenho um note inspiron 1525 e agora apos 5 anos veio a cair quebrando parte da tela .qual  forma de reparo oficial pela dell?,,objetiva
1881,0,"Indo pegar o novo note, vamos ver o qnt a Dell é legal.",,objetiva
1882,-1,achava que a Dell era a menos pior dentre os notebooks e to a um ano quebrando a cara com o note indo e voltando da assistência,,subjetiva
1883,0,vou começar a procurar um note da dell pq o meu tá se entregando mesmo...,,objetiva
1884,0,"Duração das baterias, todas com 100% quando caiu a luz: WP Lumia: 5 horas e 20. Note Dell Inspiron: 6 horas e 20. iPad Air: ainda c 2%.",,objetiva
1885,0,estou namorando um note da Dell,,objetiva
1886,0,"dell, já pode me enviar meu note novo porque olha TÁ IMPOSSÍVEL O NEGÓCIO AQUI",,objetiva
1887,0,"Note com 8GB, Placa de Video, I5, Touch e Dell. Ahasei. Bjs",,objetiva
1888,-2,"gaste uma fortuna, compre um dell, seja feliz até acabar a garantia, depois vc pode desejar estar morta (pois é assim que o note vai ficar)",,subjetiva
1889,-1,"Socorro, esse note da Dell sai o som EMBAIXO. Por que, designers, POR QUÊ???????????",,subjetiva
1890,0,Bom fugindo um pouco hoje não vai ser um pc ou note vai ser uma caixa de som da dell( Alto falante portatil... http://fb.me/4ejw6ye64,,objetiva
1891,0,Kd meu note da dell?,,objetiva
1892,0,dell pedindo p reiniciar o note p dar att não quero não fica quieto,,objetiva
1893,0,"@ceticismo @FellipeC e o mercado todo desdenhou do Dell Streak, que tinha 5"" antes do Galaxy Note",,objetiva
1894,-1,Me dá vontade de chorar quando eu percebo que o note. novinho que eu comprei da @Dell esta com problemas desde a 2ª sem. e eles n fazem nada,,subjetiva
1895,0,Le note audio de @Il_Brillante patrimonio dell'umanitá @manuela_reich @Totonno1980 @Sciakkispirr @Barbarahammer1 @bon1z @SanSilvioArcore,,objetiva
1896,0,Já tô a 6 anos com o note e nunca deu nd (fora a bateria que durou exatamente o tempo de garantia. Coincidência HP??? Próximo note: Dell),,objetiva
1897,0,Pergunta : note da Dell só funciona com carregador da Dell ?,,objetiva
1898,1,Note da Dell com uma baita configuração e valor também,,subjetiva
1899,-1,"Gente, a dell demora montar um note ein! #oh",,subjetiva
1900,1,"@AlicePeres ps. comprei um note da dell fera d++ por 1600, acho q tu merece esse presente para sua alma",,subjetiva
1901,0,@annapinho pesquisa direitinho sim! O meu achei na fastshop kkkkk mas geralmente site da dell/hp/etc tem uma sessao q vc monta seu note +,,objetiva
1902,1,"então, não sei vcs mas eu tenho note da #DELL #Vostro lindãoooo >.< e foi meu namorado fofo que me deeeeu >.<  ?",,subjetiva
1903,-2,"o carregador do meu note quebrou e como a dell é muito legal, só o carregador dela funciona  #VoteFifthHarmony #KCA",,subjetiva
1904,1,Meu esse note da Dell é sensacional,,subjetiva
1905,0,Separamos algumas dicas para solução de problemas com a bateria de seu note Dell -  Confira: http://dell.to/1uqUubB,,objetiva
1906,0,ASSESSORE CONTE: PRESENTATA LA SETTIMANA DELL’AMBIENTE VENETO 2015 http://fb.me/2kd6mKHpF,,objetiva
1907,0,Não consigo encontrar a bateria para o meu note no site da Dell :((((((,,objetiva
1908,0,E esse notebook que compre na Dell que não chega? Deram o prazo pra entregar no dia 25...muito tempo pra ficar sem note :/,,objetiva
1909,0,@gahlovatic Olá! Desculpe pela demora. Dá só uma olhadinha nessa incrível oferta http://maga.lu/1EqrdwY . Que tal? Bjo ;),,objetiva
1910,-1,"@DellAjuda Meu note Dell está dando 8 bips seguidos muito altos a todo momento, ele funciona perfeitmente mas acho q pode ser algum problema",,subjetiva
1911,0,"Preciso de note só para email,web e word. Melhor comprar 1 dell ou 2 cce e ter um de reserva pelo mesmo preço?",,objetiva
1912,0,"Resolvido o meu problema, comprei um note da dell top.",,objetiva
1913,0,"O cara da Dell veio trocar a carcaça do meu note.Rachou do nada,sem nem eu ter dado queda e as ventoinhas tavam com problema.",,objetiva
1914,0,Gente eu fiz um negocuo no meu note pelo site da Dell e não sei o que ele ta fazendo O.o alguem ajuda??,,objetiva
1915,-1,Preciso formatar meu note urgente. Mas essa dell é tão chata que se eu tentar formatar é capaz de ferrar ele mais ainda ?,,subjetiva
1916,0,"@biosbug Já tentei fazer backup lá, não funfa, ou melhor, cobram. E não vou pagar nuvem da dell dp do que gastei com o note!!",,objetiva
1917,0,@_Apollo_Robson É a intenção *-*,,objetiva
1918,0,Irmão do meio trocou de celular e vou herdar o iPhone 4s dele. Irmão caçula trocou note e vou herdar o Dell turbinado dele.,,objetiva
1919,1,"Gente, garantia da Dell é muito foda, o técnico já veio e já arrumou meu note *O*",,subjetiva
1920,0,@submarino consegue um preço melhor neste note http://goo.gl/F0zCKm  ou a @Fnac consegue pra mim?,,objetiva
1921,-1,bateria do meu note dell parece que foi pro saco...mais essa...,,subjetiva
1922,0,@portuganaa @felipelobo @puxum @lidi__ @flaviohf habemus novo note Dell? rs ;),,objetiva
1923,0,Dor de cabeça de sono. Bem q o cara da Dell podia ligar já pra eu poder ir dormir. Tenho q esperar ele ligar pra terminar de arrumar o note.,,objetiva
1924,1,@rouedelavie COMPRA DELLZAO Q @Dell DESTROI NOS NOTE PARA GAMES PIRATAS CHUPA @EA NAO PAGUEI NADA,,subjetiva
1925,1,"Note novo esse da Dell kkkkkkk meu tio deu esse para doar para a igreja. Mas é mto tesão, acho q vou desvia-lo haha  Link permanente da imagem incorporada",,subjetiva
1926,0,... quanto aos mouse ainda usam a porta USB. Um bluetooth resolve já que o note Dell tem bluetooth e advinha só... nunca usei.,,objetiva
1927,1,"Dei o note acer p pai, e fiquei com o da dell, bemm melhor kkkk",,subjetiva
1928,-1,"@SeuAssis só recomendo, se comprar dell, que se certifique que existe mesmo placa off, quando chegar o note.",,subjetiva
1929,0,Aeeeee mlk!!!!!! Um note Dell e a lente fish eye pela metade do preço ? eu amo leilões,,objetiva
1930,-1,Eu tava com um probleminha no note.Consultor da Dell falou q não tinha nada de errado.Agora o sistema está sendo restaurado por erro dele ;),,subjetiva
1931,1,Atualizar a BIOS dos note #Dell é muito suave neh.,,subjetiva
1932,-1,"Pq os note da dell com intel i5 é tão caro? Ai q injusto, o i7 então nem se fala",,subjetiva
1933,0,"@DellnoBrasil tô pensando em comprar um note, mas tô em duvida entre um dell e um da @asusbr. E aí, me diga porque eu devo comprar o de vcs?",,objetiva
1934,0,To aceitando esse aqui http://www.magazineluiza.com.br/notebook-dell-inspiron-3000-i15-3542-a30-c-intel-core-i5-4gb-1tb-windows-8.1-led-15-6-hdmi/p/1352230/in/note/ …,,objetiva
1935,0,"@magazineluiza ajuda ai esse notebook http://m.magazineluiza.com.br/notebook-dell-inspiron-i14-3442-a40-intel-core-i5/p/0858364/in/note/ … estava R$1.799,00 Hj a tarde fui comprar agora subiu o preço me da um desconto",,objetiva
1936,0,"@AvengerBattle ui, meu note é dell tb... Com quanto tempo deu essa zika? Se rolar comigo tb eu dou mortal pra traz",,objetiva
1937,1,obrigada ao atendente da dell que consertou meu note prometo não entrar mais em porno vlw flw,,subjetiva
1938,0,"Vou ver um note Dell mesmo, q ta mais em conta (eu acho)",,objetiva
1939,-1,"Dell, pior touchpad, pior conexão pra fone, pior processador ever. Que raiva desse note.",,subjetiva
1940,-2,"Para cada vez que meu note der erro e eu estiver trabalhando vou postar ""Obrigado @DellAjuda ""... Dell ajuda a me dar um infarto só se for",,subjetiva
1941,-1,Absolutamente irritado com a @Dell . Devolveram o note nem a manutenção e às vésperas do vecto da garantia.,,subjetiva
1942,0,O moço da Dell quando veio fazer a manutenção no meu note ficou intrigado com o nome de registro do note SWIZZLE até eu explicar pra ele...,,objetiva
1943,0,"Comprei um note na Dell a 5 anos, recebo ofertas de note até hoje....",,objetiva
1944,0,"Lembrando que o carregador é universal  para todos os note""s #DELL",,objetiva
1945,0,"@DellnoBrasil Me doa um notebook, o meu foi furtado o ano passado e é triste ficar sem note. formador de opinião, divulgo a Dell em SP",,objetiva
1946,0,E essa compra casada do Magazine Luiza? Compre um notebook e leve o livro do Tuminha http://www.magazineluiza.com.br/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-8.1-assassinato-de-reputacoes/p/209795,,objetiva
1947,-2,Acabei de pagar baús de moedas de ouro em um note da Dell. Espero que quando chegar já venha a arma junto pra eu me matar logo em seguida.,,subjetiva
1948,-1,Formatando Note em Pleno #Domingo #Sofrencia #Dell #Inspiron #CasaDeFerreiroEspetoDePau  Link permanente da imagem incorporada,,subjetiva
1949,1,Tweet para declarar o meu amor pela Dell e pelo meu novo note SENSA fodasticos e rápido bjs,,subjetiva
1950,0,"PRECISO DE UM HLEP (quem puder, dá RT ) MEU PC TÁ COM PROBLEMA. não consigo abrir a cam pra nada. alguem me ajuda?? é um note da DELL",,objetiva
1951,1,"3 meses com meu notebook da dell com o Linux, e nunca vi travar, o outro note de casa recém formatado menos de um mês já travou 3x",,subjetiva
1952,0,"Aproveitando a onda da Lenovo, tô baixando a ISO do Windows pura pra limpar a instalação da Dell aqui do note .",,objetiva
1953,0,"#bologna cultura dell’ascolto della musica classica con Baby BoFe’ e Note sul registro, http://www.gazzettadellemilia.it/cultura/item/8812-associazione-bologna-festival-attivita-formative-e-divulgative-per-i-piu-piccoli.h",,objetiva
1954,-1,A Dell me coloca 16gb de RAM e uma HD de apenas 5400rpm. Aí essa m* de note parece que é valvulado. Preciso comprar uma SSD urgente,,subjetiva
1955,1,estou aqui sambando na cara da populaçao com meu novo notebook DELL #woohoo #note #DELL #SAMBO,,subjetiva
1956,1,"@johnnykatayama sim <3 não era poderoso como eu queria, mas eu note da dell lindo e melhor que o meu antigo",,subjetiva
1957,0,@TalitaPolski é um Dell teu note??,,objetiva
1958,0,"Garçom amigo, apague a luz da minha mesa, eu não quero que ela note que trago em mim tanta tristeza",,objetiva
1959,0,de tanto que o mesmo técnico da Dell veio aqui que já confio nele em desmontar meu note para arrumar algo,,objetiva
1960,0,@gplusr_ o meu é o mcafee porque como o meu note é da dell e veio o antivírus incluso nele hgffhjklkjhgfdd,,objetiva
1961,0,"@Sr_Ironico_ só achei estranho pq meu note e o da minha mae são da samsung e não conectaram, já o desk top é dell e o net é positivo conecta",,objetiva
1962,0,"@caiomachado23 @FabioDeuZebra93 não teve jeito peguei,outro note p/assistir essa FT e trabalhando na corretora Dell porto seguro  #bsopsp",,objetiva
1963,0,minha mãe é tão foda que ela conseguiu um note da dell pra mim por 200 pila,,objetiva
1964,0,Dificuldades com seu monitor de tela plana ou tela do seu note da Dell? A ITLine te ajuda! Confira aqui como... http://fb.me/7d8imT3f8,,objetiva
1965,1,"consegui trocar meu note ao invés de mandar pra assistência, peguei um da dell melhor q o meu e pelo mesmo valor ==== sorte grandeeee",,subjetiva
1966,0,#OperacaoBetaLab Dell lança notebook com sistema Ubuntu e tela 4K no Brasil: A Dell lança nesta semana um note... http://bit.ly/1DDkW1B,,objetiva
1967,0,"Para os campuseiros que <3 Tecnologia! Notebook Dell Inspiron com Intel Core i5, por R$1.799! http://maga.lu/1KvjkcL",,objetiva
1968,0,Olha o note people!,,objetiva
1969,0,@creytosays preciso do note n quero levar o meu dell TOUCHSCREAM e ser roubado,,objetiva
1970,0,"Abbiamo nuovo presidente. Sergio Matarella,da união de centro-esquerda Partido Democratico,com amigos cantando o hino http://video.repubblica.it/dossier/la-corsa-per-il-quirinale-elezione-presidente-della-repubblica-dopo-",,objetiva
1971,1,Comprei um note da Dell ?? chupa humanidade,,subjetiva
1972,-1,Frustado com o atendimento da Dell. Note c/ 3 semanas deu problema no carregador. Suporte ficou de me enviar um novo... @DellAjuda,,subjetiva
1973,1,"Comprei o note por causa do ""excelente"" suporte da Dell. @DellAjuda",,subjetiva
1974,0,"@Xenoninho  to te mandando uma coca, mas qnd a Dell tiver fazendo uma promoção dessas c pfvr me mande um note nv, pq o meu tá um cu. Vlws!",,objetiva
1975,0,"O gente, me diz, qual marca de note é melhor: acer, dell ou hp?",,objetiva
1976,1,"Obrigado DELL pelo presentinho.... Bolsa pra note de 15"" e HD de 1tb... Consultoria Dell é na Rede… http://instagram.com/p/ycHAZxSdCU/",,subjetiva
1977,0,Achei a pulseira do carregador do meu note da dell e hiper combinou com meu pulso,,objetiva
1978,0,"Amigos, estou sem conputador essa semana. O cara da Dell veio arrumar meu note ontem mas o problema repetiu-se e... http://fb.me/2nr7f0J1S",,objetiva
1979,-1,"Precisa de suporte @Dell no fim de semana? Esqueça! Problemas no carregador do note novo na sexta noite, esperando ate 5 dias p repor!",,subjetiva
1980,-1,Queria muito que fosse mais rápido a atualização do note. A Dell só fode os caras.,,subjetiva
1981,0,@Dell meu note esta esquentando absurdamente rápido. Como proceder?,,objetiva
1982,0,para amigos q perguntou sobre setup Dell totalmente diferente dos outros assim como o note do lado que acabou de... http://fb.me/2YMQYWW3P,,objetiva
1983,-2,"uma treta com a @Dell ! Me passaram a informação que meu note chegaria hoje, mas graças a @sejaumrapidao só chegará dia 28.01! Valeu aê",,subjetiva
1984,-1,Cara da Dell ta aq troocando as peças do note(de novo). Espero q resolva dessa vez,,subjetiva
1985,0,"Agora no Brasil,Dell lança note com tela de ""borda infinita"" http://www.ztop.com.br/dell-xps-13/   Link permanente da imagem incorporada",,objetiva
1986,0,"Isso de anunciar um produto que acabou de ser morto pode ser bom sinal. A Samsung anunciou o 1o Note logo depois do Dell Streak de 5"" morrer",,objetiva
1987,0,Comprar um note na dell e ganhar dois. A gente se ver por ai,,objetiva
1988,-1,É a segunda vez que meu carregador para de funcionar misteriosamente. Dell só sabe fazer computador porque acertar no carregador de note...,,subjetiva
1989,0,Umboxing Note Book da Dell - este é TOP http://youtu.be/ulNaW4dFt1k?a,,objetiva
1990,0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/ulNaW4dFt1k?aUmboxing … Note Book da Dell - este é TOP,,objetiva
1991,0,Será q a Dell aceita um note usado como parte de pagamento de um novo?...:D,,objetiva
1992,0,compramos um note da dell,,objetiva
1993,0,meu note tem um mes e minha mae acabo de quebra ele ((ela ta liganu na dell agr sa porra,,objetiva
1994,0,"Meu note reiniciando pela segunda vez, depois de voltar do modo de suspensão. #windows #dell",,objetiva
1995,0,"Se eu for chamado pra esse trampo, vou comprar 1 pc e 1 note da Dell, e um smartphone da Asus",,objetiva
1996,0,Acabei de comprar um note da Dell e a atendente não anotou meu email direito... E agora nada de boleto ;(,,objetiva
1997,-1,"Meu note ta uma bosta, tenho que chamar a assistência da dell aqui em casa mas amanha to indo pra praia. Nem sei o que fazer",,subjetiva
1998,-2,"meu Note começou com a graça de um aplicativo da Dell, SOS",,subjetiva
1999,1,Finally depois de anos consegui comprar meu note e o melhor q é um dell (visivelmente inteligente) *---*,,subjetiva
2000,0,"@viasevedo Minha irmã,  que faz coisas mais leves e queria um note (ela tá com um net antigo e o dell dela pifou) vai ficar com ele :D",,objetiva
2001,0,".@pontofrio oi? esse era o valor q tava antes de eu pedir desconto, um valor mt + CARO q o @magazineluiza tá vendendo http://migre.me/o5vlD",,objetiva
2002,0,"Sai pra comprar uma meia calça na Lupo e voltei com im note Dell 8gb ran, placa de vídeo de 2gb core i7...  e kd a meia calça?????",,objetiva
2003,0,Meu note chegou da dell ??,,objetiva
2004,0,@pontofrio pinguim lyndooo!! me dá um desconto nesse note aqui: http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Touch-Dell-Inspiron-I14-5447-A30-com-Intel-Core-i7-4510U-8GB-1TB-Leitor-de-Cartoes-HDMI-Placa-Grafi,,objetiva
2005,0,@magazineluiza amorrrr!!! me dá um descontooo no boleto nessa oferta aqui http://www.magazineluiza.com.br/notebook-dell-inspiron-i14-5447-a30-intel-core-i7-8gb-1tb-windows-8.1-led-14-placa-de-video-2gb/p/2019767/in/note/?,,objetiva
2006,0,"nossa, notebook com placa de vídeo por 1800 reais  http://www.magazineluiza.com.br/notebook-dell-inspiron-i14-3442-a40-intel-core-i5-8gb-1tb-windows-8.1-led-14-hdmi-placa-de-video-2gb/p/0858364/in/note/ …",,objetiva
2007,0,"@giovanealex apreciável que vejo entre ambos. Mas, estou pensando em configurar o note com SSD 128gb em vez de HD 500, na central da Dell.",,objetiva
2008,0,"Meu pai comprou um note Dell core i3, vai sair briga em casa",,objetiva
2009,0,Meu note pifou. Dai eu ligo na dell e eles me falam que vão trocar o HD e tudo. será. perdido.,,objetiva
2010,0,"Umbria Jazz, apertura con le note e la voce di Paolo Conte - Corriere dell'Umbria http://bit.ly/1BPg88R",,objetiva
2011,0,Próximo passo: http://www.magazineluiza.com.br/notebook-dell-inspiron-i15-5547-a10-intel-core-i5-8gb-1tb-windows-8.1-led-15-6-placa-de-video-2gb/p/2019741/in/note/ …,,objetiva
2012,0,"Let pergunta: qual a marca do note de vcs? #askdirectioner”Dell""samsung",,objetiva
2013,1,Até que fim um note bom da DELL nessa nova safra. http://fb.me/6oQI6C1J2,,subjetiva
2014,0,"@filemyeon tipo to comprando notebook agora e o que eu queria da dell saiu de linha, e por causa dos dvds de kpop, eu quero um note que",,objetiva
2015,-1,Dois anos de note estragado e agora nem o reembolso e feito.Espero que a Dell se retrate e faça a coisa certa.Vou ficar aguardando....,,subjetiva
2016,-2,Acho massa quando o note atualiza o Windows sozinho e depois não quer ligar mais! @dell se superando a cada dia!!!!,,subjetiva
2017,0,note dell é outro nível,,objetiva
2018,0,http://Dell.com  análise do cliente: melhor produto http://fb.me/4fwX1N3Us,,objetiva
2019,0,Análise: notebook Dell XPS 13 [vídeo],,objetiva
2020,0,"Análise: Dell Chromebox, um mini PC criado para a nuvem: Computadores com o Chrome OS ainda são pouco comuns n... http://bit.ly/1XT4eHI",,objetiva
2021,0,"Análise: Dell Chromebox, um mini PC criado para a nuvem: Computadores com o Chrome OS ainda são pouco comuns n... http://bit.ly/1J2Cd58",,objetiva
2022,0,"Análise: Dell Chromebox, um mini PC criado para a nuvem - Desktops http://fb.me/6PQk1qgHA",,objetiva
2023,0,Gostei de um vídeo @YouTube http://youtu.be/77FmnGQ9n6A?aMetal … Gear Solid V: The Phantom Pain [Análise] - Baixaki Jogos,,objetiva
2024,0,Dell Venue 8 [Análise de Produto] - Tecmundo http://www.videosonline.tv.br/tecnologia/2014/05/07/dell-venue-8-analise-de-produto-tecmundo/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …  #tecnologia #Video,,objetiva
2025,0,Análise: notebook Dell XPS 13 [vídeo],,objetiva
2026,0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/yk_yVzt3CwQ?aMouse … sem fio Dell WM324 - ANALISE COMPLETA,,objetiva
2027,0,"@marcopzol A equipe de engenharia Dell está trabalhando na análise da falha relatada, porém a causa raiz ainda não foi detectada. ^Felipe",,objetiva
2028,0,@MicrosoftAjuda Meu micro é um DELL inspiron 5721 e segundo análise feita pela própria Dell estaria apto p Windows 10.,,objetiva
2029,0,http://eexponews.com/analise-dell-venue-11-pro-serie-7000_6644135362560000 … - Análise: Dell Venue 11 Pro série 7000  Link permanente da imagem incorporada,,objetiva
2030,0,#Canaltech Análise: Dell Venue 11 Pro série 7000 http://migre.me/qZB6t,,objetiva
2031,0,"RevistaWWW: #análise Tablet Dell Venue 11 tem configuração espartana para uso diário, mas depende de a... http://migre.me/qZkEm  #review …",,objetiva
2032,0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/yk_yVzt3CwQ?aMouse … sem fio Dell WM324 - ANALISE COMPLETA,,objetiva
2033,0,Gostei de um vídeo @YouTube de @sigamarciocunha http://youtu.be/twhXyUwN0qE?a  Análise Notebook Híbrido Dell Inspiron 13 Series 7000,,objetiva
2034,0,Gostei de um vídeo @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo,,objetiva
2035,0,#TecMundo Análise: notebook Dell XPS 13 [vídeo] http://bit.ly/1I75TOD,,objetiva
2036,0,Análise: notebook Dell XPS 13 [vídeo]: Aparelho premium com design de ponta tem hardware poderoso e pode ser a... http://bit.ly/1I75TOD,,objetiva
2037,0,#luanz Análise: notebook Dell XPS 13 [vídeo] - Aparelho premium com design de ponta tem hardware poderoso e pode s... http://ow.ly/31CrRQ,,objetiva
2038,0,http://eexponews.com/analise-notebook-dell-xps-13-video_5227336978923520 … - Análise: notebook Dell XPS 13 [vídeo]  Link permanente da imagem incorporada,,objetiva
2039,0,Análise: notebook Dell XPS 13 [vídeo] (via TecMundo) http://ift.tt/1OrJ7Gv,,objetiva
2040,0,Análise: notebook Dell XPS 13 [vídeo] - Aparelho premium com design de ponta tem hardware poderoso e pode ser a op... http://ow.ly/31CkNQ,,objetiva
2041,0,Informa: Análise: notebook Dell XPS 13 [vídeo] Leia mais em: http://fb.me/3Rwa8KD5S,,objetiva
2042,0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo,,objetiva
2043,0,Gostei de um vídeo do @YouTube http://youtu.be/1oKj38N0fPY?a  Notebook Dell XPS 13 [Análise] - TecMundo,,objetiva
2044,0,Notebook Dell XPS 13 [Análise] - TecMundo https://youtu.be/1oKj38N0fPY  via @YouTube,,objetiva
2045,0,Gostei de um vídeo @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo 0 retweet 1 curtiu Responder   Retweetar    Curtir  1,,objetiva
2046,0,Gostei de um vídeo @YouTube http://youtu.be/1oKj38N0fPY?aNotebook … Dell XPS 13 [Análise] - TecMundo,,objetiva
2047,0,"#análise Versatilidade, durabilidade e portabilidade são os pontos fortes do caro Dell Lat... http://migre.me/qOqKN  #review #tecnologia",,objetiva
2048,0,"#análise Como uma Ferrari, ultrabook Dell XPS 13 tem potência de sobra e preço alto http://migre.me/qJ4m2  #review #tecnologia",,objetiva
2049,0,#análise Dell Chromebox é um computador de mesa ao estilo Mac mini que roda Chrome OS http://migre.me/qHufZ  #review #tecnologia,,objetiva
2050,0,"De acordo com a analise realizada por nosso consultor, este computador é o que melhor irá se adequar as suas... http://fb.me/6UH18edWI",,objetiva
2051,0,#luanz Análise: tablet Dell Venue 11 Pro 7140 [vídeo] - Voltado para os consumidores que buscam uma boa máquina pa... http://ow.ly/30J0fb,,objetiva
2052,0,Análise: tablet Dell Venue 11 Pro 7140 [vídeo] (via TecMundo) http://ift.tt/1R00Nho,,objetiva
2053,0,Análise: tablet Dell Venue 11 Pro 7140 [vídeo] (via TecMundo) http://fb.me/3Xafj0yfv,,objetiva
2054,0,Adicionei um vídeo a uma playlist @YouTube http://youtu.be/p5Q61-L-Rtk?aTablet … Dell Venue 11 Pro 7140 [Análise] - TecMundo,,objetiva
2055,0,Análise: tablet Dell Venue 11 Pro 7140 [vídeo]: Voltado para os consumidores que buscam uma boa máquina para o... http://bit.ly/1RMO50D,,objetiva
2056,0,Análise: tablet Dell Venue 11 Pro 7140 [vídeo]: Voltado para os consumidores que buscam uma boa máquina para o... http://bit.ly/1Klejqt,,objetiva
2057,0,Dell XPS 13 é a  http://info.abril.com.br/multimidia/tv/notebooks/dell-xps-13-e-a-ferrari-dos-notebooks-34cbce61aaa538a73d6ab7e60e8a8906.shtml … via @_INFO / 7.800 em um aparelho para trabalho de planilhas??? sério @_info? que baita an,,objetiva
2058,0,Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://www.tecmundo.com.br/dell-inspiron-13-7000/82150-analise-notebook-dell-inspiron-13-serie-7000-video.htm … via @Tec_Mundo,,objetiva
2059,0,#luanz Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://ow.ly/30yU8w,,objetiva
2060,0,Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca pela versa... http://bit.ly/1LHlF6l,,objetiva
2061,0,#betalab Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca p... http://bit.ly/1fH5fAR,,objetiva
2062,0,Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://bit.ly/1fH5fAR,,objetiva
2063,0,Análise: notebook Dell Inspiron 13 série 7000 [vídeo]: Modelo com tela sensível ao toque se destaca pela versa... http://bit.ly/1fH5fAR,,objetiva
