,Unnamed: 0,texto,rótulo,rótulo_texto
8185,8187,os Balcãs fornecem a pista de obstáculos para o amor de uma boa mulher .,1,subjetiva
8186,8188,parece que Lawrence refletiu profundamente sobre seus períodos de baixa. eles o deixaram mais sábio sem entorpecer as pontas afiadas de seu humor.,1,subjetiva
8187,.,,,
8188,8190,"Steve e Eric são caras medianos vivendo uma vida mediana com suas esposas medianas na pequena cidade suburbana de freehold, Nova Jersey.",0,objetiva
8189,8191,o roteiro tem menos tempero do que um hambúrguer de rato e as habilidades de luta do rock estão mais alinhadas com steven seagal.,1,subjetiva
8190,8192,"uma adolescente 'popular, mas mesquinha' acorda um dia e se vê transformada em um homem de 30 anos ( schneider ) .",0,objetiva
8191,8193,"seagal ficou sem filmes anos atrás, e esta é apenas a prova .",1,subjetiva
8192,8194,"absurdo e tedioso, sonny é cravejado de risadas não intencionais que, infelizmente, ocorrem com pouca frequência para tornar o filme um prazer culposo.",1,subjetiva
8193,8195,"o trabalho de sangue de clint eastwood é muito parecido com um sanduíche pb & j bem feito: familiar, bastante monótono e sem surpresas reais M-^V, mas ainda muito saboroso e convidativo ao mesmo tempo.",1,subjetiva
8194,8196,"agora as crianças estão longe no país sem telefone, carro ou qualquer lugar para ir, e estão sendo perseguidas pela família de canibais.",0,objetiva
8195,8197,"quando zidanes se recusa, christin decide fingir uma tentativa de suicídio, esperando que budcasso tenha pena dela.",0,objetiva
8196,8198,"como mike é um vencedor para crianças, e sem dúvida um vencedor para lil bow wow, que agora pode adicionar filmes à lista de coisas que ele faz bem.",1,subjetiva
8197,8199,[ nesbitt 's é ] uma daquelas performances que simplesmente 'é . ',1,subjetiva
8198,8200,Miller chega ao cinema com uma inteligência estimulante e uma visão tanto pictórica quanto literária.,1,subjetiva
8199,8201,"com sua trama despreocupada e ação irracional, tudo sobre os benjamins evoca a camada inferior dos filmes de blaxploitation dos anos 1970.",1,subjetiva
8200,8202,"antes de se despedir, Werner prometeu ao amigo que a doença não teria a última palavra.",0,objetiva
8201,8203,"o trabalho de um artista atormentado por sua herança, usando sua habilidade de contar histórias para homenagear as muitas vítimas sem rosto.",1,subjetiva
8202,8204,"é contado através dos olhos dos membros de várias ``famílias`` disfuncionais, associações desesperadas de almas perdidas ligadas por lealdade, medo ou ambos.",0,objetiva
8203,8205,"tal talento faz de fabbrizio o alvo de sequestro de seu antigo arqui-inimigo devlin bowman , um mentor do crime.",0,objetiva
8204,8206,"ele está perdido para descrever o que ele pode ter visto para a polícia, para a mãe de Ellen, para si mesmo.",0,objetiva
8205,8207,"ararat está entre os melhores trabalhos do diretor , uma representação do passado que oferece esperança para o futuro.",1,subjetiva
8206,8208,uma confusão salpicada de beleza sangrenta tão vívida quanto qualquer Scorsese já nos deu.,1,subjetiva
8207,8209,ele largou ela logo depois que ele conseguiu o que queria sem qualquer explicação.,0,objetiva
8208,8210,"holofcener rejeita soluções patenteadas para dramatizar a bagunça da vida de dentro para fora, em todas as suas peculiaridades.",1,subjetiva
8209,8211,os espectadores do espetáculo esmagadoramente auto-indulgente de Barney não verão nada nele que se compare à provação de assistir a ele.,1,subjetiva
8210,8212,"uma é uma menina perfeita, uma é uma rainha do baile de formatura e a outra é uma pária grávida.",0,objetiva
8211,8213,"Harris deveria ser a estrela da historia , mas parece muito chato e insípido .",1,subjetiva
8212,8214,este é um documentário sobre uma mulher de Gana que se reencontra com seu pai depois de muitos anos .,0,objetiva
8213,8215,lucy é estudante de teatro na universidade da cidade.,0,objetiva
8214,8216,"é chocante, intenso e totalmente assustador, mas convincente e triste. jeremy renner entrega uma performance que faz uma carreira",1,subjetiva
8215,8217,"os entrevistados, que representam diversos relacionamentos e perspectivas sobre o casamento, usam suas próprias histórias para explicar por que os cineastas - parceiros de longa data interessados ​​em constituir família - devem ou não se casar.",0,objetiva
8216,8218,consegue agradar seu público-alvo - crianças - sem colocar seus pais em estado de coma .,1,subjetiva
8217,8219,"despojado de seus privilégios de condução por anos, e com a visão debilitada, Eagle foge no velho lincoln de sua falecida esposa e atravessa o país para resgatar Pete.",0,objetiva
8218,8220,"uma nova fronteira é traçada entre a Índia dominada pelos hindus e o Paquistão dominado pelos muçulmanos, e a região é dilacerada por massacres alimentados por animosidades antigas.",0,objetiva
8219,8221,"o que Madonna faz aqui não pode ser chamado de atuação - mais precisamente, está se movendo e está falando e ocasionalmente gesticulando, às vezes tudo de uma vez.",1,subjetiva
8220,8222,"o último beijo provavelmente nunca alcançará a popularidade do meu grande e gordo casamento grego, mas sua provocante sequência de casamento central tem muito mais impacto.",1,subjetiva
8221,8223,há uma vastidão implícita na metrópole que é de tirar o fôlego.,1,subjetiva
8222,8224,"a aparição do papel expandido de Treebeard e Gollum fará você amar o que está vendo, ou revirar os olhos. Eu adorei! a 'performance' de Gollum é incrível!",1,subjetiva
8223,8225,"é um cenário mais crível para a infidelidade do que a maioria dos filmes, e Aniston dá a ela tudo para o papel.",1,subjetiva
8224,8226,"o filme mostra a relação do casal apaixonado em meio a esperanças, dificuldades e desencontros em uma bela e violenta metrópole.",0,objetiva
8225,8227,os prazeres que ele proporciona podem ser suficientes para manter muitos espectadores ocupados em meio a algumas das preocupações mais sérias de outros filmes de fim de ano .,1,subjetiva
8226,8228,tão agradavelmente incisivo é conceder que pela primeira vez ele provavelmente atrairá mais os caras do que suas namoradas que os arrastam para este filme pelo fator hugh .,1,subjetiva
8227,8229,"como um filme, nunca parece novo e vital. nunca é tão dramático, mesmo quando coisas dramáticas acontecem com as pessoas. funciona como uma narrativa.",1,subjetiva
8228,8230,"ele planeja cuidadosamente todos os dias de sua vida , não deixando nada ao acaso .",0,objetiva
8229,8231,"as duas torres entre mordor e isengard, barad-dúr e orthanc, uniram-se em seu desejo de destruição.",0,objetiva
8230,8232,"esta comédia barulhenta serve um lembrete cruel do destino de centenas de milhares de chineses, que só pode ser qualificado como uma terrível tragédia.",1,subjetiva
8231,8233,"a violência exploradora e encenada desajeitadamente ofusca tudo, incluindo a maioria dos atores.",1,subjetiva
8232,8234,diretor experiente Robert J. siegel e seus co-roteiristas mantêm a história sutil e nós em suspense .,1,subjetiva
8233,8235,"por mais que você tente resistir , se você tem um lugar no seu coração para Smokey Robinson , este filme vai se arrastar até lá .",1,subjetiva
8234,8236,"mnemosyne testemunha as forças da destruição, bem como da criação, revelando através da arte, a multidimensionalidade das mulheres.",0,objetiva
8235,8237,quantas vezes mais os cineastas independentes nos sujeitarão a histórias chatas e auto-importantes de como somos horríveis para nós mesmos e uns aos outros?,1,subjetiva
8236,8238,essas quatro rainhas se tornaram as artistas drags mais populares da Alemanha e estão ocupadas fertilizando a cena cultural alemã.,0,objetiva
8237,8239,"encalhado em uma estrada solitária, um ônibus escolar cheio de jogadores de basquete do ensino médio, seus treinadores e líderes de torcida devem se defender do creeper - um animal carnívoro antigo que ressurge na terra a cada 23 anos para se alimentar.",0 ,objetiva
8238,8240,"ela, entre outras excentricidades, conversa com uma pequena pedra, gertrudes, como se estivesse viva.",0,objetiva
8239,8241,"com seu aniversário se aproximando rapidamente, ela deve decidir se manterá ou não a promessa que fez a si mesma mais de uma década antes: sair da indústria da música aos 40 se ela não tiver feito isso até então.",0,objetiva
8240,8242,as drogas estão fora porque eles tentaram isso antes e alguns dos po'boys passaram um pouco de tempo atrás das grades .,0,objetiva
8241,8243,"em vez disso, ele diz a ela que sua vida não tem sentido, e vai terminar em apenas alguns dias, o que a leva a agir, tentando mudar o padrão de sua vida. . .",0,objetiva
8242,8244,"acompanhamento imaginativo e envolvente, que gira em torno de uma linha de história decididamente nova que apresenta suas estrelas com novos desafios, obstáculos e oportunidades emocionais.",1,subjetiva
8243,8245,"o filme em si é atemporal e universal, ao mesmo tempo simples e sofisticado em sua capacidade de absorver.",1,subjetiva
8244,8246,ser azul não é sua única situação; ele também não tem a capacidade de expressar externamente suas emoções.,0,objetiva
8245,8247,um humor selvagem semelhante a John Waters que dança à beira do mau gosto sem nunca cair.,1,subjetiva
8246,8248,um olhar sério e comovente sobre a divisão entre fundamentalistas religiosos e seus parentes gays. também é pesado e dedica muito tempo a visões preconceituosas.,1,subjetiva
8247,8249,"eu admirei, particularmente aquele final inesperado e deprimente .",1,subjetiva
8248,8250,a força sutil de `` elling `` é que ele nunca perde o contato com a realidade da situação sombria.,1,subjetiva
8249,8251,aconselha-se que qualquer pessoa que não goste de splatterfests de alta tecnologia leve o aviso ao pé da letra e faça logon em algo mais fácil de usar.,1,subjetiva
8250,8252,ele já escreveu o roteiro mas não tem como financiar seu projeto .,0,objetiva
8251,8253,alguns convidados se juntam à família para uma despedida de lena .,0,objetiva
8252,8254,"os eruditos autoproclamados guardiões da cultura não precisam se candidatar, mas aqueles que amavam o frio como o gelo finalmente encontraram um acompanhamento digno.",1,subjetiva
8253,8255,"às vezes, o suspense é palpável, mas no final há uma sensação de que o cerne do mistério depende de um tecnicismo que força a credulidade e deixa o espectador assombrado pelo desperdício de potencial.",1,subjetiva
8254,8256,o plano deles é vendê-lo para árabes ricos .,0,objetiva
8255,8257,"não será fácil, mas se ele puder lidar com aranhas comedoras de pássaros e cobras venenosas sem ser mordido, agentes armados não devem ser um grande problema.",0,objetiva
8256,8258,. . . muito sangrento para ser uma comédia e muito bobo para ser um filme de terror eficaz .,1,subjetiva
8257,8259,"aborrecido, altamente irritante... 'algum corpo' não agradará a ninguém.",1,subjetiva
8258,8260,"totalmente cheio de suspense, extremamente bem ritmado e, finalmente... ouso dizer, divertido!",1,subjetiva
8259,8261,"finalmente , ele se afastou da paro e escreveu uma carta para ela, pedindo que ela o esquecesse.",0,objetiva
8260,8262,o filme tem uma qualidade infantil. mas os sentimentos evocados no filme são mornos e rápidos de passar.,1,subjetiva
8261,8263,os respectivos encantos de sandra bullock e hugh grant estão desgastados.,1,subjetiva
8262,8264,a administração da escola chama o xerife interino para conduzir `` uma investigação delicada e discreta `` - um whitewash .,0,objetiva
8263,8265,"em um esforço, eu suspeito, de não ofender parecendo muito sério ou muito alegre, ofende apenas sendo insosso.",1,subjetiva
8264,8266,"que tipo de conselho eles receberiam da família, amigos, vizinhos e pessoas da esquina da delicatessen?",0,objetiva
8265,8267,ele tenta distrair Charlie de todas as maneiras que pode.,0,objetiva
8266,8268,"ao vê-los no ato de fazer amor, Billy mata sua esposa e melhor amigo.",0,objetiva
8267,8269,"o filho de zamindar narayan mukherjee, devdas (shahrukh khan) nasceu com uma colher de prata na boca.",0,objetiva
8268,8270,"um filme b que você pode assistir , curtir em um certo nível e depois esquecer .",1,subjetiva
8269,8271,"desesperada, neurótica gloria vai em uma montanha-russa emocional quando seu namorado de três semanas e meia, Kip envia rosas amarelas para ela.",0,objetiva
8270,8272,"aqui , ela não está tendo sorte na audição como cantora .",0,objetiva
8271,8273,ele tem que resgatá-los e salvar a cidade de Nova York de um ato terrorista nuclear iminente.,0,objetiva
8272,8274,"a elevada simetria deste novo/velho paraíso do cinema torna o filme uma experiência mais completa, como um velho amigo assombrado pelas exigências do tempo.",1,subjetiva
8273,8275,"... existe uma conexão mais profunda e direta entre essas mulheres, uma que abrange o tempo e revela um significado? você aposta que existe e é isso que faz essa jornada bastante complicada valer a pena.",1,subjetiva
8274,8276,"procurando por uma boa história, ela também conhece um funcionário do bem-estar, thomas, que também acha que a fundação deve ser investigada.",0,objetiva
8275,8277,vale a pena pegar para o desempenho central quente e vencedora de Griffiths.,1,subjetiva
8276,8278,o tom e o ritmo do filme estão fora quase desde o início .,1,subjetiva
8277,8279,"a história se passa durante a revolução americana no final de 1700, quando a América lutou por sua independência da Grã-Bretanha.",0,objetiva
8278,8280,você pode saborear seus vinhos vintage e assistir suas produções de marfim mercante; eu vou me contentar com um bom copo de chá gelado e um filme de Jerry Bruckheimer em qualquer dia da semana.,1,subjetiva
8279,8281,um filme de ação bastante mediano que se beneficia de vários momentos engraçados fornecidos por epps .,1,subjetiva
8280,8282,"ao capturar a agonia cômica discreta de uma aristocracia sempre ruminante, gentil e decadente que não pode mais pagar suas contas, o filme poderia muito bem estar abordando a virada do século 20 para o 21.",1,subjetiva
8281,8283,"a jornada peculiar durante toda a noite e os encontros com personagens memoráveis, em última análise, fornece a eles a chave para as vidas que eles pretendiam viver ao amanhecer.",0,objetiva
8282,8284,uma especulação irônica sobre a democracia em uma cultura desacostumada a ela.,1,subjetiva
8283,8285,"o filme acaba por ser [ensaio como '] homenagem à 'tradição de qualidade' gaulesa, em toda a sua quadratura empoeirada.",1,subjetiva
8284,8286,Barry Egan ( Adam Sandler ) é um pequeno empresário com sete irmãs cujo abuso o manteve sozinho e incapaz de se apaixonar .,0,objetiva
8285,8287,"em uma pequena cidade sul-americana, paul, que é conhecido por ter relações sexuais com todas as garotas da cidade, se apaixona pela irmã mais nova de seu melhor amigo, que é virgem.",0,objetiva
8286,8288,fazendo isso ele encontra uma ligação entre os dois períodos de tempo ( lang ) .,0,objetiva
8287,8289,"isso é uma coisa legal e elegante, pronta para matar a sede de um público que sente falta dos blockbusters de verão.",1,subjetiva
8288,8290,"seu mundo muda quando ela conhece Courtenay , uma mentirosa compulsiva que se gaba do bilhete suicida no bolso de trás.",0,objetiva
8289,8291,"propositalmente chocante em seu sangue erotizado, se involuntariamente maçante em sua falta de frissons poéticos.",1,subjetiva
8290,8292,as pessoas se deslocam pela rua imersas no fluxo dos acontecimentos do dia-a-dia .,0,objetiva
8291,8293,"o primeiro filme tunisiano que eu já vi, e também é provavelmente o entretenimento mais sensual e de bom coração que eu provavelmente verei o ano todo.",1,subjetiva
8292,8294,"mas com Cosimo preso no baseado , cabe a sua garota Rosalind ( Patricia Clarkson ) rastrear um bode expiatório .",0,objetiva
8293,8295,apresentações de conjunto sensíveis e boa reconstrução do período somam-se a uma tragédia comovente com alguns momentos humanos dinâmicos.,1,subjetiva
8294,8296,"não vale exatamente a pena gastar o preço total por uma data, mas quando sai em vídeo, vale a pena alugar.",1,subjetiva
8295,8297,"Jack Sparrow, um cavalheiro desonesto de um pirata, se une à filha de um governador para impedir o plano maligno de um navio de piratas perigosos, liderados pelo malvado capitão Blackheart, que estão tentando reverter uma antiga maldição que deixa eles presos entre a vida e os mortos, com a luz da lua revelando seus esqueletos, como uma espécie de monstro morto-vivo.",0,objetiva
8296,8298,um thriller de espionagem quase sólido com a infelicidade de ser lançado algumas décadas tarde demais .,1,subjetiva
8297,8299,"um casal de Seattle (Megan Murphy, Jeff Weatherford) luta em seu relacionamento à medida que se aproxima do milênio, cada um procurando novos rumos em sua vida.",0,objetiva
8298,8300,um filme assombroso sobre uma das grandes fugas de todos os tempos.,1,subjetiva
8299,8301,"uma representação bastante otimista de abuso familiar, violência sexual, psicológica e física.",0,objetiva
8300,8302,"publicitário de primeiro dia de trabalho, um headbanger bebendo uísque, um cafetão do gueto e um psiquiatra viciado em crack acabam em um deserto do condado de Barstow com um corpo e uma celebridade que está alucinando macacos depois de beber um refrigerante contaminado com inseticida .",0,objetiva
8301,8303,quatro amigos percorrem os caminhos da vida para descobrir se Deus ou a sociedade tem o direito de decidir o bem ou o mal.,0,objetiva
8302,8304,"percebendo que nesta neblina induzida pelo amor, ele foi enganado para virar sua vida de cabeça para baixo, ted termina com Heather para novamente perseguir seu destino como ``solteiro. ``",0,objetiva
8303,8305,"mais tarde na vida, Reinalda alcançou fama e fortuna - duas das três coisas que ela sempre desejou.",0,objetiva
8304,8306,"animação japonesa - ou 'anime' para aqueles que a conhecem - possui uma das bases de fãs que mais crescem na indústria do entretenimento, como evidenciado por retornos na casa dos US$ 65 milhões por ano.",0,objetiva
8305,8307,"funciona principalmente por causa dos temas universais, performances sérias... e excelente uso da música pelos populares gulzar e jagjit singh da Índia.",1,subjetiva
8306,8308,"o artista vive sozinho em uma velha casa de campo, um lugar de solidão, livre de distrações.",0,objetiva
8307,8309,celebridades estão falando sobre ele na mtv e garotas estão brigando por ele no jerry springer.,0,objetiva
8308,8310,interessante tanto como estudo histórico quanto como história de amor trágica .,1,subjetiva
8309,8311,oferta norueguesa tediosa que de alguma forma conseguiu uma indicação ao Oscar .,1,subjetiva
8310,8312,"nunca `` lilo & stitch `` alcança a emoção ou atemporalidade do grande passado da disney , ou mesmo de sucessos mais recentes como `` mulan `` ou `` tarzan . ``",1,subjetiva
8311,8313,bogdanich é descaradamente pró-sérvio e faz poucas tentativas de dar voz ao outro lado .,1,subjetiva
8312,8314,mais ou menos uma semana depois,o lapd é avisado sobre seu paradeiro e eles arrombam a porta do quarto de motel decadente em que ele está se escondendo e o jogam na ala de celebridades do condado.,
8313,8315,"[ f ] das performances e da cinematografia à trilha sonora excepcional e narrativa não convencional, o filme é incrivelmente vivo e admirável em muitos níveis.",1,subjetiva
8314,8316,"ao chegar à estação espacial orbitando um mundo oceânico chamado solaris, um psicólogo descobre que o comandante de uma expedição ao planeta morreu misteriosamente.",0,objetiva
8315,8317,isso sai pela culatra quando katie inocentemente reagulha sua escola com seu conhecimento interno de prazeres carnais.,0,objetiva
8316,8318,o bebê que é o anticristo é trocado no nascimento .,0,objetiva
8317,8319,inicia então suas funções oficiais como chefe de desenvolvimento do mepe avaliando as necessidades das escolas e hospitais.,0,objetiva
8318,8320,"eventualmente, Nicholas foge com o colega de escola Smike, e os dois partem para reunir a família Nickleby.",0,objetiva
8319,8321,você sabe que vai ter um bom e velho tempo de mastigar pipoca quando o slogan do filme é um trocadilho ruim com o título de uma boa literatura.,1,subjetiva
8320,8322,"um lembrete de que além de todo o hype e brilho digital recente, Spielberg sabe como nos falar sobre as pessoas.",1,subjetiva
8321,8323,"cinco jovens se candidatam a viver juntos em uma casa isolada por seis meses, enquanto cada movimento é filmado por várias câmeras.",0,objetiva
8322,8324,"os dois se encontram após anos de separação quando Clara volta ao bairro para visitar seu pai, roman (ricky davao).",0,objetiva
8323,8325,agora ele está de volta ao parque onde costumava conhecê-la. . .,0,objetiva
8324,8326,"os destaques são as performances fantásticas de Christopher Plummer, como o principal vilão, e Nathan Lane como Vincent Crummles, o excêntrico gerente da companhia de teatro.",1,subjetiva
8325,8327,"agora que eles estão juntos novamente, eles devem ser perfeitos um para o outro, exceto que dre está prestes a se casar com o advogado Reese e Sidney afirma não estar interessado em dre romanticamente.",0,objetiva
8326,8328,as imagens hipnóticas e o conto fragmentário exploram as conexões entre lugar e identidade pessoal.,1,subjetiva
8327,8329,"encontramos elvis (bruce campbell) como um idoso residente em uma casa de repouso no leste do texas, que trocou de identidade com um imitador de elvis anos antes de sua `` morte ``, então perdeu a chance de voltar.",0,objetiva
8328,8330,"um relato deliberativo de um estilo de vida caracterizado por sua obsessão superficial M-^V que tipifica o delírio do estrelato pós, pré e existente.",1,subjetiva
8329,8331,"sua vida se torna menos comum quando eles encontram Herb, um geek travesso e malévolo.",0,objetiva
8330,8332,essas três meninas fazem parte do que hoje é chamado de 'gerações roubadas'. ',0,objetiva
8331,8333,a engenhosidade que Parker mostra ao refrescar a peça está quase na mesma classe que a do próprio Wilde.,1,subjetiva
8332,8334,"infelizmente, ele não tem mais os 10 milhões de won necessários para o hospital realizar a operação.",0,objetiva
8333,8335,"quando tom vai embora por alguns dias, lori, com a ajuda da melhor amiga, monica, investiga o desaparecimento de helen.",0,objetiva
8334,8336,"em seu segundo período na Escola de Magia e Bruxaria de Hogwarts, Harry Potter (Daniel Radcliffe) é avisado por um elfo chamado Dobby que o desastre acontecerá quando ele retornar a Hogwarts.",0,objetiva
8335,8337,"lição a ser aprendida: nunca, nunca mexa com `` a máfia gay! ``",0,objetiva
8336,8338,"[ele] tem a sensação de um filme de pipoca de verão. nada muito profundo ou substancial. explosões, piadas e insinuações sexuais abundam.",1,subjetiva
8337,8339,"nos últimos dias da segunda guerra mundial, um tenente administrativo americano é capturado por forças alemãs durante a batalha do bojo.",0,objetiva
8338,8340,"quando os tempos estão difíceis, Peter descobre que seu vizinho pode ser o verdadeiro Papai Noel.",0,objetiva
8339,8341,o enredo é fino como papel e os personagens não são interessantes o suficiente para vê-los em suas atividades diárias por duas horas inteiras.,1,subjetiva
8340,8342,"em um retrato revelador e muitas vezes hilário, Maria dispensa sabedoria caseira ao divulgar segredos e rivalidades familiares.",0,objetiva
8341,8343,realmente parece um short esticado para apresentar comprimento .,1,subjetiva
8342,8344,"um grupo de tropas de alta tecnologia é enviado para destruir a dimensão vermelha onde o homem alto obtém seu poder, reggie (reggie bannister) segue para que ele possa encontrar mike (a .",0,objetiva
8343,8345,ele logo se vê mergulhado em um mistério apenas para se encontrar no centro dele.,0,objetiva
8344,8346,"uma garotinha usa sua imaginação hiperativa para transformar sua boneca em uma amiga de verdade; mas quando um monstro sequestra sua boneca, ela deve entrar em um mundo perigoso e surreal para encontrar o monstro e resgatar sua boneca.",0,objetiva
8345,8347,"esta é a história de Samantha Martin, também conhecida como a escritora mais sexy e assustadora da ficção científica/fantasy biz.",0,objetiva
8346,8348,"o filme gira em torno de munnabhai (sanjay dutt) um temido, mas de bom coração, do submundo de mumbai.",0,objetiva
8347,8349,"Brian Billings, de nove anos, foi diagnosticado com um medo agudo do escuro.",1,objetiva
8348,8350,"eles, como muitos alunos de baixo desempenho na faculdade, preferem passar a maior parte do tempo indo a festas, jogando videogame e assistindo às aulas ocasionais.",0,objetiva
8349,8351,"em 12 de novembro de 2001, o aspirante a documentarista Griffin Mack começou a capturar a história desta indescritível estrela em ascensão.",0,objetiva
8350,8352,"ao pintar um retrato descaradamente romântico de uma nação cujas canções brotam diretamente da vida do povo, o filme exalta o sonho marxiano de gente trabalhadora honesta, com pouco a mostrar pelo seu trabalho, vivendo harmoniosamente, unida na canção. ",1,subjetiva
8351,8353,esta fascinante história de suspense moral da Segunda Guerra Mundial lida com o lado sombrio da cultura americana: o preconceito racial em suas formas feias e diversas.,1,subjetiva
8352,8354,ele a ignora em todas as oportunidades de abraçar comissários de bordo .,0,objetiva
8353,8355,holm. . . encarna o personagem com um carisma régio sem esforço.,1,subjetiva
8354,8356,uma mutação rara ocorreu dentro da comunidade de vampiros.,0,objetiva
8355,8357,"o filme foi rodado em locações em vários quartéis em manhattan, rainhas e brooklyn.",0,objetiva
8356,8358,"assim como sua mãe , ela é pé no chão , inteligente e uma grande fã do musical sweeney todd .",0,objetiva
8357,8359,"traz de volta nick tellis, disparado 18 meses atrás quando uma bala perdida atinge uma mulher grávida.",0,objetiva
8358,8360,há material suficiente para merecer um documentário sobre a produção do último álbum de wilco ?,1,subjetiva
8359,8361,"depois de alguns quase sucessos, eles vão à falência planejando um elaborado esquema de sequestro que não pode faltar.",0,objetiva
8360,8362,"ligado por um longo cordão vermelho, um jovem casal vagueia em busca de algo que esqueceram.",0,objetiva
8361,8363,"uma comédia sombria sobre Max , que pensa que `` Annie Hall `` de Woody Allen é um conto preventivo sobre a futilidade do romance .",0,objetiva
8362,8364,"embora não seja tão agressivamente impressionante quanto seu equivalente americano, `` no quarto, `` o filme de moretti faz suas próprias observações mais silenciosas",1,subjetiva
8363,8365,"o crime certamente pode pagar, se você `` sabe o que quero dizer? ``",0,objetiva
8364,8366,mostrado como um episódio de `` the south bank show `` .,0,objetiva
8365,8367,"o cientista louco favorito de todos, Herbert West, está atualmente na prisão depois de ter as provas do estado viradas contra ele por seu ex-assistente, dan cain.",0,objetiva
8366,8368,[ allen ] consegue dar vida a essa premissa um tanto cansada .,1,subjetiva
8367,8369,"um filme gentilmente engraçado, docemente aventureiro que faz você se sentir genuinamente bem, ou seja, totalmente livre de sentimentos falsos ou práticas hollywoodianas afiadas e excessivamente manipuladoras.",1,subjetiva
8368,8370,"a única saída para johnny é jogar brad, o que resulta em um confronto `` corrida para nove `` que coloca dois dos maiores jogadores um contra o outro por grandes somas de dinheiro e as vidas de johnny e danny. ",0,objetiva
8369,8371,"eles têm um filho, jai, que é amado por todos e que mantém a casa viva.",0,objetiva
8370,8372,"sarah, uma esposa calculista e insatisfeita, tem prazer em ter seu amante voyeurista observando-a em câmeras de vídeo que ela escondeu dentro das aberturas de sua casa.",0,objetiva
8371,8373,"um filme provocativo sobre perda, raiva, ganância, ciúme, doença e amor.",1,subjetiva
8372,8374,"se você não viu o filme ultimamente, você pode se surpreender com a variedade de tons no trabalho de Spielberg. muito dele é engraçado, mas também há alguns momentos surpreendentes e surrealistas. . .",1 ,subjetiva
8373,8375,"o maravilhosamente exuberante morvern callar é puro existencialismo punk, e a Sra. Ramsay e sua co-escritora, Liana Dognini, dramatizaram o romance de Alan Warner, que por si só parecia uma resposta ao livro Trainspotting de Irvine Welsh.",1 ,subjetiva
8374,8376,cheira a podridão e trabalho de hack do início ao fim.,1,subjetiva
8375,8377,"os anciãos se perguntam no que diabos eles se meteram, mas antes que o dia acabe, sua visão do velho e eles mesmos mudam.",0,objetiva
8376,8378,henk otte vive por invalidez com sua esposa e filho fora de amsterdã.,0,objetiva
8377,8379,"niccol o cineasta mescla as imagens simbólicas de seus colaboradores com suas palavras, insinuando, por exemplo, que em hollywood só Deus fala com a imprensa",1,subjetiva
8378,8380,uma situação ou atividade especialmente adequada às habilidades ou caráter de uma pessoa.,0,objetiva
8379,8381,"ringu é uma história desastrosa, cheia de buracos e completamente sem calafrios. ignore a reputação, e ignore o filme.",1,subjetiva
8380,8382,é um trabalho político necessário e um documentário fascinante. . .,1,subjetiva
8381,8383,"atravessando 18 anos em uma prisão feminina iraniana, isso segue duas mulheres: a nova diretora da prisão, um muçulmano devoto duro como pregos que serviu no exército na frente iraquiana, e uma jovem parteira, mitra, que é cumprindo sua sentença por matar o marido abusivo de sua mãe.",0,objetiva
8382,8384,a garota do taco e a garota da salsa ajudarão o superfag a derrotar essa ameaça maligna?,0,objetiva
8383,8385,o filme pareceria menos insignificante se ms . Sugarman seguiu em frente em seu desafio à sacarina.,1,subjetiva
8384,8386,seu sonho desaparece - até que ela descobre que o dinheiro estava escondido no calcanhar.,0,objetiva
8385,8387,"um serial killer está à solta e mata o assistente de Herbert , dan cain .",0,objetiva
8386,8388,"Matt Lee Whitlock (Washington), respeitado chefe de polícia em Small Banyan Key, Flórida, deve resolver um duplo homicídio antes que ele próprio caia sob suspeita.",0,objetiva
8387,8389,"Beary Barrinson, um filhote de urso de dez anos criado por humanos, vai para Tennessee para encontrar sua família biológica.",0,objetiva
8388,8390,"herdeiro aparente da família da máfia philadelphia paradiso, frank paradiso, se vê confrontado com escolhas difíceis após uma tentativa de assassinato de seu pai, don antonio paradiso (interpretado por robert costanzo).",0,objetiva
8389,8391,"mas os ``seqüestradores`` contratados acabam sendo ex-presidiários com um plano próprio, e a data extrema fica fora de controle.",0,objetiva
8390,8392,"naquela noite, no entanto, um fantasma escapa, seguindo a jovem na cidade de Praga.",0,objetiva
8391,8393,j-lo contra-ataca em um tenso e emocionante filme de vingança com a melhor cena de luta até agora este ano. mas não pude deixar de me sentir culpado pela minha alegria pela forma brutal como 'suficiente' terminou.,1,subjetiva
8392,8394,"muito artístico pela metade, o céu, no entanto, lança um feitiço que não quebra até você sair do teatro.",1,subjetiva
8393,8395,um lembrete comovente e gritante de que as baixas da guerra chegam muito mais longe do que imaginamos .,1,subjetiva
8394,8396,"isso o joga com a filha do ministro, você adivinhou, a garota tímida, aparentemente desajeitada, mas bonita com um coração angelical, e ela canta também.",0,objetiva
8395,8397,não vimos tanta hilaridade desde dizer que não é assim!,1,subjetiva
8396,8398,"sua colega de quarto sacana, lara (jessica biel), também tem tesão por Victor.",0,objetiva
8397,8399,"ruby se apaixona e fica engravidada por sandy , uma vendedora de xerox .",0,objetiva
8398,8400,"eles viverão sem pensar nas consequências, entrando em um mundo onde não poderão escapar.",0,objetiva
8399,8401,"se o primeiro homem de preto era dinheiro , o segundo é troco . mas ainda faz um barulho no bolso. é levemente divertido",1,subjetiva
8400,8402,culkin transforma seu personagem no que é basicamente um anti-harry potter - até o cachecol da grifinória.,1,subjetiva
