
texto, rótulo, rótulo_texto
"A maldição será quebrada quando o príncipe se apaixonar e seus sentimentos forem correspondidos.",1,objetivo
"Resta uma reclamação contra uma reclamação e cabe a Anita convencer Petra a confessar.",1,objectivo
"Long Riders! é a história de cinco garotas que compartilham a paixão pelo ciclismo.",1,objectivo
A União Soviética foi capaz de alcançar rapidamente a liderança nuclear dos EUA.,1,objetivo
"Inglaterra, França e outros países carregaram secretamente seu ouro em um navio no Oceano Atlântico para mantê-lo seguro.",1,objectivo
A turma inteira decide manter 2 minutos de silêncio na escola em apoio aos húngaros.,1,objetivo
Eventualmente, no entanto, Kirsten e Mark obtêm provas incriminatórias...,1,objetivo
"Pode ter origem material, mas também abstrata.",1,objetivo
"Seus planos são frustrados por um comissário de bordo experiente que sabe algo sobre kung fu.",1,objective
Em vez disso, no entanto, ele e os outros têm que passar por um inferno de treinamento: o ano é 1971 e jovens soldados estão se preparando para lutar na selva vietnamita sob as condições mais duras.,1,objetivo
"A princesa (Z. Žadníková-Volencová) decide que apenas pessoas felizes e alegres viverão em seu reino.",1,objetivo
Miroslav Balajka dirigiu e escalou Pavel Nové e Ondřej Vetché nos papéis principais de investigadores criminais.,1,objective
"O elenco foi complementado por vários outros atores conhecidos, por exemplo, a estrela pré-guerra Françoise Rosay apareceu em um dos papéis secundários.",1,objectivo
"Tudo vai tão longe que uma noite Vanessa liga para Chris e diz a ele que ela quer se matar.",1,objective
"Derrotados e frustrados, cometem um triplo homicídio, pelo qual são levados à justiça.",1,objectivo
"Eini, de treze anos, vive longe das pessoas com seu pai violento porque o mundo é um lugar perigoso - e segundo seu pai, Eini, com sua voz frágil, olhos maduros e sérios e nariz sangrando, também é perigoso.",1 ,objetivo
O policial local David Rae (Hugo Weaving) se junta à busca.,1,objetivo
Peter é gentil e amoroso e Sylvie vai morar com ele rapidamente e logo engravida.,1,objetivo
Então ocorre um acidente durante a abertura de Paul...,1,objetivo
"Tem muito sangue, algumas boas ideias, e o personagem principal é uma morena gostosa de minissaia.",1,objective
A série foi baseada no tema do filme homônimo de 1999.,1,objetivo
"Com o taxista Olli, eles iniciam lentamente um evento relativamente bem-sucedido, que, no entanto, não pode ser mantido em segredo da família de Juha para sempre.",1,objetivo
"No entanto, Max retorna e Walter e Anna não têm escolha a não ser encontrar um novo lar.",1,objective
"Em uma peregrinação global para pacientes e pesquisadores, para doadoras de óvulos e mães de aluguel, para laboratórios e clínicas, a diretora Maria Arlamovsky dá uma palavra a apoiadores e céticos e fala com a primeira geração de crianças concebidas artificialmente.",1,objetivo
"Sir Denis Nayland Smith, do Serviço Secreto Britânico, avisa o egiptólogo Sir Lionel Barton (Lawrence Grant) sobre o Dr. Fu Manchu (Boris Karloff), com quem ele deve competir para encontrar o túmulo de Genghis Khan.",1,objetivo
"No entanto, o filme tem uma dimensão pessoal até mesmo para o próprio diretor, que no momento de sua realização vivia um conflito criativo e geracional junto com seu pai.",1,objetivo
"Nós nos encontramos em um lugar do qual a única saída é a morte.",1,objetivo
"Junto com Fred, a polícia arma uma armadilha e a operação secreta lhes traz um grande lucro, que eles decidem dividir entre si.",1,objetivo
Então eu não vou apenas apagar a frase de Eliseu da minha consciência.,1,objetivo
"O velho está com medo, mas no final ele não acredita em tudo.",1,objectivo
"O submundo do Brooklyn está sob o controle do infame Louis Lepke (David J. Stewart) Syndicate, que todos os policiais da América têm pouco.",1,objective
"As cortesãs da Casa das Flores, localizada em uma pequena ilha em algum lugar no Mar da China Meridional, sob a proteção do bucaneiro naval Hai Yuan (Simon Yam), foram obrigadas a responder à matrona superior, a estrita cortesã Madame Moon (Sandra Ng ), o amante e freqüentes distrações do honorável bucaneiro Yuan .",1,objetivo
"Quando ela termina de trabalhar no Nirvana, ela descobre que foi infectada com um vírus que fez o personagem principal do jogo, Sol (Abatantuono), ter consciência de si mesmo.",1,objective
"Naruse Keiichi não é apenas um homem muito atraente, mas também um pai solteiro ocupado para a pequena Ichiko.",1,objectivo
Seu corpo foi aparentemente levado pela corrente furiosa do rio.,1,objetivo
"No Reino das Trevas, um rei desdenhoso reina novamente, que não acredita que haja bem no mundo humano.",1,objectivo
"The Beautiful Witch conta a história da heroína titular reanimada, Jennifer, que escapou com seu pai de um feitiço em um velho carvalho quando um raio o atingiu, e juntos eles decidiram fazer o máximo de dano possível à raça humana. especialmente Wallac, descendente de um homem que quase três séculos contribuiu para que Jennifer acabasse na fronteira.",1,objectivo
"Infelizmente, ele não tem ideia de que é um psicopata e um serial killer, que também está envolvido no suicídio com sua mãe louca, que definitivamente não quer correr o risco de ser descoberto.",1,objectivo
Um programa de melodias do compositor Alfons Jindra...,1,objectivo
"Um conto sobre um pequeno carro que é velho, mas ainda quer correr, e sobre uma garota que quer correr também, mas não tem certeza sobre isso.",1,objectivo
"Pratur cresceu, desenvolveu-se lentamente e aos poucos se tornou uma vaca.",1,objetivo
"No entanto, ele está vivo e, se não quiser morrer, deve resolver vários problemas fundamentais (um pedaço de ferro preso no estômago, oxigênio, comida e, por último, mas não menos importante, ninguém sabe que ele está vivo). ",1,objetivo
"Seu segundo EU diz: Livre-se de tudo que você tinha, você não tem mais.",1,objective
"Em meio a Sasha DiGiulian e Daila Ojeda comparando as habilidades de escalada das mulheres, Sharma e Ondra lutam para fazer a primeira rota em 5,15c.",1,objective
Em todos os lugares, o kleč reduziu o valor do ecossistema.,1,obj objetivo
A série acabou sendo filmada na Alemanha com atores britânicos e alemães.,1,objetivo
No entanto, suas novas crenças encontram resistência e incompreensão dos familiares.,1,objetivo
"A oportunidade trazida pela energia eólica na luta contra as mudanças climáticas e na promoção da mudança social é, em última análise, uma necessidade para garantir fontes limpas de energia elétrica.",1,objetivo
"O festival presta assim homenagem às figuras lendárias da cena musical checa por ocasião de quatro aniversários completos: 95 anos desde o nascimento e 50 anos desde a trágica morte de Jiří Šlitra, 60 anos desde a fundação do Semafor Teatro e 55 anos do lançamento do programa de TV Recital 64.",1 , objetivo
"Embora a classificação deste filme no ČSFD seja baixa (45%), não consigo evitar.",1,objectivo
"Antes desta comédia, o diretor Jonathan Parker deve ter tido aulas com o casal Svěrák, Smoljak.",1,objetivo
"A música que o acompanha, junto com as tomadas de um acelerador de partículas gigante e de aparência alienígena, cria uma relação ambivalente entre o mundo puramente industrial dos dispositivos e a engenhosidade humana.",1,objective
"No caminho, o rinoceronte encontra Frank e Carl, que estão babando pelo que parece ser o último dente-de-leão, mas assim que Sid o vê, ele o come.",1,objectivo
Além disso, ao contrário de outras crianças, ele vai para a escola no pé de um caminhão de lixo e come pombos descuidados em vez de doces.,1,objetivo
Markéta e Prokop Toman começaram a filmar com Jiří Gruša e Jiří Gruš durante sua vida.,1,objetivo
Mas mesmo ele está esperando para cair no fundo.,1,objetivo
A estrada Manal-Leh atravessa o Himalaia e é uma das estradas motorizadas mais altas e perigosas do mundo.,1,objetivo
"No dia seguinte, quando o tio traz o café da manhã para o homem, ele descobre que todo o quarto está limpo.",1,objetivo
Então ele conhece a fada Skarleta...,1,objetivo
"Mesmo veterano do governo Andrew Nivers e sua equipe profissional não podem escapar completamente da influência de parasitas sombrios que decidiram construir uma nova casa aqui, com a ajuda de seus anfitriões involuntários.",1,objective
Com o coração pesado, eu excluiria toda a quinta parte e espalharia o essencial dela nos diálogos inúteis dos personagens individuais.,1,objective
2 kung fu jedi têm que salvar o mundo de um magor em uma máscara de papel e eles se preparam para isso batendo as mãos nos escombros.,1,objetivo
Ele é subitamente dependente de outras pessoas.,1,objetivo
"Tudo começa com o testamento do multimilionário, no qual o falecido lega toda a sua fortuna a seus dois descendentes, mas com a condição de que seu neto nasça dentro de um ano de sua morte.",1,objetivo
"Eles têm que lidar com o perigo dessa doença, que provavelmente é hereditária e, portanto, também podem ser afetados por ela.",1,objetivo
Marco é treinador adjunto da Liga Nacional de Basquetebol da Espanha.,1,objetivo
PS: A então desconhecida Audrey Hepburn fez uma pequena participação aqui.,1,objetivo
"Passagem e verificação cruzada podem ser feitas ao mesmo tempo, mas se a matéria intelectual tiver cinco linhas infernalmente pesadas, o dispositivo pode superaquecer fora da sala original.",1,objectivo
"Há monstros nele que imediatamente começam a atacar as pessoas.",1,objectivo
"David, primo da inspetora de polícia local Madame Yeung, vem para Hong Kong com seu amigo Alan e sua própria unidade militar.",1,objectivo
"Era uma vez duas filhas adolescentes desajeitadas que não conseguiam apreciar o quão bom seu pai era, e a paciência e resiliência necessárias para um hobby.",1,objective
"Como seus convidados, ela convidou, por exemplo, Pavel Kříž, Miloš Knor, Lukáš Pavlásk, Jan Onder, Zdenek Chlopčík e outras personalidades conhecidas que tentarão provar a você que a ajuda e o apoio desempenham um papel muito importante em suas vidas também.",1,objetivo
"No entanto, a conversa deles é interrompida por uma queda de pára-quedistas mascarados que eliminam os guardas e invadem a prisão.",1,objectivo
"Adam disse que não entende como Matt não consegue ver que Liz é a pessoa certa para ele.",1,objective
"Filme de arte colorido do laureado com o Stalin e Prêmio Estadual Vladimir Vlček, filmado de acordo com os motivos do conto do artista nacional Ivan Olbracht.",1,objetivo
"O programa também é acompanhado por videoclipes temáticos nos quais os espectadores podem votar online.",1,objective
"Na tentativa de ganhar pelo menos alguns francos, ele faz shows no túnel do metrô até o cume, e aqui também conhece um misterioso compatriota Mikolaj, que lhe oferece o emprego de assassino pago.",1,objetivo
"A história começa no museu de cera, onde os Munsters veem suas cópias de cera fiéis.",1,objective
"Infelizmente, nem todos os quartos podem ser passados ​​com certeza, porque alguns deles têm armadilhas realmente inteligentes, então o caminho é ""tentativa e erro"".",1,objective
"O diretor Bertrand Tavernier embarca em uma jornada pelo cinema francês e nos apresenta filmes e cineastas que o influenciaram fundamentalmente.",1,objective
"Ele está namorando a jovem e louca Shirl (Carolyn Jones), antes disso era Fay, Jane e quem sabe mais quem.",1,objectivo
"Japoneses frágeis não mostraram um filme sobre coisas muito duras, como assassinato, tristeza sem fim e vingança.",1,objectivo
"O filme de guerra não tradicional traz a visão original de um cineasta sobre a guerra do Vietnã, pela qual foi indicado, por exemplo, a um prêmio no prestigiado festival de cinema independente de Sundance.",1,objetivo
"A criança reclama constantemente que suas pernas estão queimando e doendo.",1,objetivo
É escrito para quatro solistas e uma orquestra de câmara, e as partes individuais são bastante difíceis de interpretar.,1,objetivo
"A maioria dos ciganos de Osada, como é chamado o lugar onde vivem, recebe contribuições sociais.",1,objectivo
Apenas o misterioso sábio Xenoz conhece o segredo de seu desaparecimento.,1,objetivo
Foram oito partidas no card.,1,objetivo
"No entanto, qual é a surpresa deles quando, em vez da prometida filmagem de um novo filme de terror, eles acabam jantando com um vampiro sanguinário que tem um pedido muito especial para eles...",1,objetivo
"Os personagens são acionados em uma coreografia cuidadosa para que seu desaparecimento ocorra de acordo com a decadência da música e o desaparecimento da discernibilidade da composição pictórica sobre a qual cai a escuridão.",1,objetivo
"Em "Piscina Paixão", a princesinha do papai volta de um internato para meninas, onde vem aprendendo intensamente a arte do amor lésbico.",1,objective
"Remo (Vittorio Gassman) e Marina (Silvana Mangano) são cabeleireiros e vão a um cassino para ganhar dinheiro para abrir seu próprio negócio.",1,objetivo
"Afinal, ele fez as pazes, ele voltou e seu gesto, quando ele traz para ela as frutas que ela gostou, mostra que ele estava pensando nela e provavelmente não leva mais as ordens do pai como verdade absoluta.",1,objectivo
"Dessa forma, alguns casais trazem filhotes 3 vezes ao ano, para que a natureza compense as perdas que essas aves sofrem no inverno...",1,objetivo
Felizmente, no final, ele revela sua própria culpa ou sua própria estupidez...,1,objetivo
"Em 1995, ele co-fundou o movimento de opinião "The Hypersensitive"".,1,objetivo
"Os intestinos pertencem a uma bruxa má, e quando ela descobre que eles se foram, ela usa todos os feitiços e linhas para recuperá-los.",1,objectivo
As doenças também se tornaram mais fortes e as pessoas estão começando a ficar à sua mercê.,1,objetivo
"Com seus primeiros sucessos no início dos anos 1980, quando começou a aparecer na televisão e lançou seu primeiro álbum solo em 1985, problemas significativos começaram a aparecer.",1,objectivo
No entanto, seu personagem a intriga e depois de algum tempo ela aceita a proposta de se conhecer também no mundo real.,1,objetivo
"Foi ele quem planejou a ação brilhante, durante a qual o mafioso Szaro deveria ser enganado, armas escondidas foram desenterradas e um magnífico ovo Fabergé cheio de ouro e pedras preciosas foi colocado em uma armadilha.",1,objectivo
"Ela ouviu de seu antigo amor, o intransponível Pišta, de quem Pepa Smolík não está nem perto - como a "infeliz" Gábi gosta e muitas vezes lembra ao marido.",1,objetivo
"A história imortal de H. Ch. Andersen sobre o amor de uma pequena sereia por um príncipe terrestre, por quem ela sacrifica a coisa mais valiosa - sua voz e vida, apelou aos autores do libreto J. Kodet, M. Kukučka, L . Trpišovský e sobretudo o autor da música Z. Matějů.",1,objectivo
"Ele trabalha duro, acorda cedo todos os dias e vai dormir tarde da noite.",1,objetivo
"Lee Van Cleef interpreta o sargento Sullivan, que lidera um esquadrão de ítalo-americanos.",1,objectivo
"Cothay: Ruth Watson aconselha Alastair e Mary-Anne Robb, proprietários da Cothay Manor em Somerset, sobre como garantir o futuro desta majestosa estrutura.",1,objective
"A estreia independente do diretor britânico Richard Jobson ganhou vários prêmios internacionais, incluindo o prestigioso prêmio Douglas Hickox.",1,objectivo
"Hamid viaja das montanhas irregulares para o deserto escaldante e finalmente tem que superar as dúvidas de sua própria esposa, que levantou a cabeça.",1,objectivo
"Ele não tem emprego, sua filha o odeia, sua esposa sai para outra pessoa.",1,objetivo
"As histórias emocionantes relacionadas a esses lugares permaneceram escondidas nos escritórios dos pesquisadores até agora.",1,objective
"Enquanto se escondem em uma casa abandonada, desenvolve-se entre eles uma breve mas intensa relação.",1,objective
Girl action sobre um trio de super agentes baseado em uma antiga série americana.,1,objetivo
"Os cantores irão actuar em duetos não tradicionais juntamente com músicos cegos e acompanhados por um quinteto de cordas e pelo Coro de Luz, composto pelo Coro Infantil Kőhn e crianças cegas da Escola J. Ježek e Escola Primária para alunos com deficiência visual do nám .",1,objetivo
"Um grupo de prisioneiros na prisão não tem nada para fazer, então eles cheiram a fumaça de formaldeído.",1,objectivo
"Príncipe Eduardo, herdeiro do trono eufrânico, pretende casar-se apenas por amor e, portanto, rejeita todas as noivas que o diligente Senhor da Câmara escolher para ele.",1,objetivo
"A França está constantemente em guerra, as pessoas estão sufocando sob o peso dos impostos e gostam cada vez menos de seu amado rei Luís.",1,objetivo
"Talvez um dia, quando a última parte sair, ele finalmente coma.",1,objective
"Joseph McCarthy tentou erradicar os comunistas de todos os cantos do país, e em 1947 Trumbo foi preso e condenado à prisão por desacato ao tribunal junto com outros roteiristas e diretores que ficaram conhecidos como os 'Dez de Hollywood'.",1,objective
O jovem capitão Gao Chun navega pelo rio Yangtze com seu navio de carga.,1,objetivo
"Ele nunca quis depender de ninguém, porque sabia como é difícil confiar em alguém.",1,objectivo
"Para que suas necessidades sejam levadas em conta por aqueles que decidem sobre essas questões e para convencer os Estados e organizações internacionais de seu potencial, os produtores devem contar com a ajuda de organizações profissionais.",1,objetivo
"Fernand está tentando reconquistar a ex-mulher, mas a briga com André se dá principalmente em nível profissional - um cozinha basicamente com óleo, o outro com manteiga.",1,objetivo
Ele tenta manter seu corpo em perfeita forma.,1,objetivo
"Eu estava realmente ansioso pela versão cinematográfica de "O Velho", e também foi um dos primeiros filmes que vi no cinema.",1,objectivo
"Eu rapidamente comecei a procurar material histórico, principalmente os próprios escritos de Dačický, Prostopravda e tudo relacionado à sua vida, destino e época.",1,objective
"Ele terá que tomar hormônio do crescimento por alguns dias, o que pode ter efeitos colaterais desagradáveis.",1,objetivo
Na primeira metade, por exemplo, Trotter embosca um grupo de personagens e os força a jogar um jogo.,1,objetivo
Graças ao estúdio de televisão tcheca em Brno, agora podemos voltar ao início da década de 1990.,1,objectivo
A história se passa no início dos anos 60 na Romênia.,1,objetivo
"Uma série sobre a família Pearson e principalmente sobre seu filho Jack, que deixou sua cidade natal de Tyneside e se mudou para Manchester.",1,objective
Mas seu rival Mork.,1,objetivo fica em seu caminho
"Um thriller criminal que gradualmente se transforma em um complicado drama judicial, além da investigação em si e do detetive Fulcher, também foca nos familiares mais próximos afetados pelo crime e faz perguntas difíceis sobre a natureza da justiça, para as quais não há respostas fáceis.",1,objectivo
"Ele encarou a vida como um jogo, mas não vale a pena jogar com os irlandeses radicais...",1,objetivo
"Assim como a filha Alice (Kate Bosworth), ela sofre de uma quase fobia de conhecer Paul, que entretanto conseguiu se casar com a atraente Patty (Demi Moore).",1,objectivo
Durante os últimos quarenta anos, aproximadamente metade dos animais desapareceu do oceano.,1,objetivo
"Em seu ano de estreia (1952), o filme foi completamente ofuscado pelo ano mais velho, admirado pela crítica e público AMERICAN IN PARIS, também um musical do mesmo estúdio, novamente com Gene Kelly no papel principal.",1,objetivo
"Desta vez vamos atrás do garoto que se recusa a andar de cabeça baixa.",1,objectivo
Desta forma, o grotesco tradicional se desenrola.,1,objetivo
Um encanador (F. Husák) chega e o ator pula na televisão para um teste.,1,objetivo
"Rachel não está apenas preocupada com Mandy, que não consegue sobreviver mais de dois dias sem água no deserto, mas também está pensando em seus dois filhos.",1,objective
"E ela está disposta a abri-los e arriscar a contaminação do mundo por causa de seu pai, que na verdade a deixou, para que a porta permanecesse fechada.",1,objetivo
E ela pode ter a chave do portão de sua prisão.,1,objetivo
"E quando eles atingem o SDKFZ com uma lasca, em vez de tirar a meia correia com um golpe de metal, ele começa a queimar...",1,objectivo
"22 anos atrás, a irmã do agente especial do FBI Fox Mulder foi sequestrada por uma força estranha que ele acredita ter vindo de outro mundo.",1,objective
"A maioria dos ruandeses vive com a ideia de que todos os europeus são fabulosamente ricos.",1,objective
No sul da Bretanha, praticamente não há elevações de qualquer tipo.,1,objetivo
"Mas na idade dele, isso às vezes é um feito sobre-humano, e quanto mais ele tenta, pior fica.",1,objective
Enquanto isso, uma unidade especial faz um pouso em uma base russa e envia suas fotos para Washington.,1,objetivo
"Ela começa a suspeitar do marido que ele não é realmente o homem sólido e honesto que parecia ser...",1,objetivo
"A jangada só tinha cozinheiro, desculpe, nadador, e o diabinho sentou no barco...",1,objetivo
"Depois do duelo, o poeta é levado para casa, onde morre após enviar uma carta ao czar.",1,objetivo
E aí vem o misterioso Ben e a promessa feita uma noite na praia.,1,objetivo
O caso sombrio começa com o tiroteio de um docente no terreno da Universidade de Olomouc.,1,objetivo
"Um retrato da obstinação dos aposentados comunistas que acreditaram na ideia utópica e se recusam a admitir seu erro.",1,objectivo
"As maravilhas do cinema francês como Jeanne Moreau, Miou-Miou, a jovem Isabelle Huppert e Brigitte Fossey cruzarão seu caminho.",1,objective
Mas eu não esperava que isso acontecesse em A Múmia, e estou avaliando o filme deles pela primeira vez ** (não conto Tom Austin Powers, onde ele apenas brilhou).,1,objetivo
Ele informa o abade Balthasar (Mika Kares).,1,objetivo
"A mostra mostra um século de construção de pontes em Nova York - desde a Ponte do Brooklyn, a primeira ponte suspensa experimental da cidade, até a ponte George Washington, a ponte mais movimentada do mundo e a conexão de ponte mais longa de Nova York, a Verrazano Narrows. ",1,objetivo
"Em outra tomada, o mesmo soldado também os tem, mas eles estão invertidos - apontando para cima.",1,objective
"No entanto, ele também possui um laboratório secreto onde ele e o Dr. Heep (Christopher Lloyd) tentam entender a fala dos bebês.",1,objectivo
"Bem, o resto do filme é sobre a vida privada de Caleb e, acima de tudo, sobre seu relacionamento excessivamente frio com sua esposa, que acaba optando pelo divórcio.",1,objectivo
"A capital de Cuba, Havana, está tentando avançar para o futuro.",1,objetivo
"Ele tem que dar conselhos a ela sobre como se mover corretamente, então ele tenta ensinar o lúcio a nadar.",1,objetivo
"Abrange sua vida entre as idades de dezesseis e vinte e quatro anos, desde o momento em que ganhou seu primeiro violão até sua primeira viagem à América para aparecer no Ed Sullivan Show.",1,objective
"Com essa experiência ainda fresca em sua mente, Finn chega à mansão abandonada da rica senhorita Nora Dinsmoor, que perdeu a cabeça trinta anos atrás quando seu noivo a deixou bem no altar.",1,objectivo
"A comédia dramática francesa conta a história de três quarenta e poucos anos que refletem sobre suas vidas.",1,objectivo
"Quando Ryan vem a um encontro um dia, ele conhece Jennifer em vez de Amy, que prometeu a Amy que ela vai terminar com o namorado.",1,objectivo
"Eduardo tem várias reuniões de negócios em Nova York, então ele não tem ideia de que uma grande colaboração entre Mark e Sean está começando na Califórnia.",1,objectivo
A primeira coisa que ele fez foi se juntar aos quadros de avisos para uma discussão sobre teoria da conspiração de seu romance favorito de RA,1,objective
"A nave usava um mecanismo de transporte especial que poderia criar um buraco negro, permitindo-lhe viajar grandes distâncias em questão de segundos.",1,objectivo
"Uma invenção tcheca com a ajuda do sol obtém água do ar, que alimenta a terra - pode obter até 200 litros de água por dia do ar extremamente seco!",1,objetivo
"Rémy como o novo animador de bordo é inicialmente um pesadelo para o presidente e diretor do cruzeiro (Gérard Darmon).",1,objetivo
Um grupo de estudantes decide morar junto e alugar uma casa.,1,objetivo
"Em um mundo onde os homens são vítimas de aparelhos eletrônicos, só resta uma coisa para as mulheres insatisfeitas e negligenciadas - tentar a sorte com a agência de viagens Limbo Limbo.",1,objective
Dedico o jubileu seiscentésimo sexto comentário com amor a Martin Kabát e sua luta com o poder extraterrestre.,1,objetivo
"Quanto mais ele se acostuma com a cultura tradicional, mais responsabilidade ele sente por passar os valores espirituais e o conhecimento de seu povo para as próximas gerações.",1,objetivo
Indiana Jones (Sean Patrick Flanery) é designado para ajudar o Exército Britânico em seu ataque à cidade de Beersheba, ocupada pelos turcos.,1,objetivo
O especialista em tubarões Dr. Craig O'Connell investiga a atual crise na população de tubarões desta antiga ilha paradisíaca como parte do Programa de Conservação de Tubarões da CRA na Ilha da Reunião.,1,objetivo
Por conta disso, a filha se afastou da mãe para morar com ele, e ainda por cima, para desgosto dele, ela começou a namorar um patologista recém-nomeado.,1,objetivo
Durante o torneio, o Golf Pro Series aproveitará a indisposição de um dos principais favoritos às vésperas do último dia de jogo.,1,objetivo
"Se eles ocuparem o aeroporto e o mantiverem durante a noite contra ataques do KLA até a chegada do contingente russo, eles poderão retornar ao exército.",1,objetivo
"Ele não tinha ideia de quanta influência essa reunião teria em seu modo de vida atual, o que lhe convinha muito bem.",1,objectivo
"Ele é, como se viu, o irmão da professora estuprada e assassinada, então de sua parte é uma vingança por sua irmã assassinada.",1,objectivo
Mas o crime é desenfreado mesmo na pequena cidade chinesa aparentemente idílica, e a filha do novo vizinho de Ting está em perigo.
"Ele pode processar e usar tudo o que já viu, ouviu e leu.",1,objectivo
"Depois que ela é forçada a viajar com ele de volta para a Sérvia, onde Miljaim tem um emprego não especificado, ela decide fugir.",1,objectivo
"E então, como em outros filmes de Tarkovsky, variações dos motivos favoritos da natureza do diretor, água corrente e fogo, Leonardo da Vinci...",1,objetivo
"Aqui ela conhece Tommy, com quem eles vivem muitas aventuras juntos.",1,objetivo
"No entanto, quando um dia ele descobriu um bug perigoso no programa do robô que estava sendo desenvolvido, que poderia ameaçar toda a humanidade, sua vida pacífica mudou.",1,objective
A pequena Anna Miller desapareceu no quarto número dez.,1,objetivo
"Quando um Vinh enfurecido invade a sala onde Braddock deveria estar, ele o encontra nos braços de Ann Fitzgerald, que está fazendo dele um álibi.",1,objectivo
O rico proprietário de terras Orlický (T. Pištěk) é um inimigo jurado das mulheres após três casamentos fracassados.,1,objetivo
"A mãe a ignora, o padrasto bate nela e ela tem que cuidar não só de si mesma, mas também dos dois irmãos mais novos.",1,objetivo
Uma história sobre o Sr. e a Sra. Bennet e suas filhas solteiras.,1,objetivo
Hitler chegou a definir a data da conquista de Baku - 25 de setembro de 1942.,1,objetivo
Ele vai massacrar a população local com um anzol gigante.,1,objetivo
"Câmeras macro e de alta velocidade nos permitem testemunhar o comportamento dos zangões, entender sua estrutura corporal e perceber como suas habilidades são únicas.",1,objective
"Jae-hyeon (Yeon-seok Yoo) é um mulherengo incorrigível que não deixa nenhuma saia em paz, Soo-jeong (Chae-won Moon), por outro lado, é uma garota um pouco tensa que está com o namorado há 10 anos.",1,objetivo
Por último, mas não menos importante, temos também um concerto de atuação realizado por Laura Linney.,1,objectivo
"Dustin está passando por uma transformação que nem mesmo o amor pode evitar.",1,objetivo
"Mas então a diversão acaba, porque Frank é encontrado assassinado e as roupas de Sylvia estão cobertas de sangue em seu quarto bem no momento em que Helena prometeu aos pais que cuidaria dela quando os dois tivessem que viajar.", 1, objetivo
"O trabalho de sua vida muito contribuiu para a criação do Império Romano que conhecemos hoje da história.",1,objectivo
"Fukunaga tenta persuadir o filme em termos de história, dar-lhe direção e trazer um final digno da própria agente de Sua Majestade.",1,objectivo
Ao longo de dez anos, Máňa sofreu dois ferimentos graves.,1,objetivo
"A criança riu dela por cheirar a estrume, mas ela não se importou.",1,objective
Do bombardeiro de assento único P-38 "Lightning" ao bombardeiro pesado B-29 "Superfortress" ao B-24 "Liberator".,1,objetivo
Basta uma corda curta demais e você não conseguirá se esconder do fantasma do passado nos corredores estéreis da estação.,1,objetivo
"Em 2006, um grupo de ladrões discretos liderados por Luis (Guillermo Francella) realizou um feito heróico ao roubar uma agência do Banco Río em Acassus, Argentina.",1,objetivo
"Nela, um diretor iraniano, junto com sua filha e amiga, produtora de teatro, dirige-se a uma remota vila curda onde um talentoso cantor deveria morar.",1,objetivo
"Em um hospital para veteranos de guerra, Sawyer conhece um designer de próteses, Dr. McCarthy, e pede que ele construa uma barbatana caudal protética.",1,objective
A Sombra de Durza junto com seus servos Urgal a emboscam durante a jornada.,1,objetivo
"Recentemente apaixonado, CeeJay, que aspira a uma carreira como jogador profissional de futebol americano e espera desaparecer rapidamente de Bombay Beach, é levado até aqui pelo medo das gangues criminosas de sua cidade natal, Los Angeles.",1,objetivo
Após a prática e preparação, a ação pode começar.,1,objetivo
"Ray (Chris O'Dowd) é famoso por sua obsessão por viagens no tempo, mas quando conhece Cassia (Anna Faris), que afirma ser do futuro, ele acha que é uma pegadinha.",1,objective
Nossa coruja volta a viajar e encontra um novo lar no terreno da antiga casa paroquial.,1,objetivo
"Tony está em uma situação terrível - como se livrar de um suspeito inocente sem comprometer seu relacionamento com a esposa que ama e perder seu filho pequeno, a quem ele não ama menos?",1,objectivo
"Mesmo que ao chegar ele saiba que uma antiga maldição paira sobre o castelo, ele decide ficar.",1,objective
"restituição, lustração, emigração, colaboração, perseguição injusta - as produções da Checoslováquia do início dos anos 1990 não se entregavam à diversidade temática",1,objetivo
"Finalmente, agradeço aos criadores de Scope100 e Aerofilms por me permitirem ver o filme em Biu Oko.",1,objectivo
"Artura, fascinado pela psicotrônica, o enche de uma espécie de mal inexplicável, com o qual também infecta seu irmão mais novo e juntos destrói todos os laços da família.",1,objetivo
"A personagem principal faz sexo primeiro com o pai, depois com o marido-padre castrado, depois com o amante, anos depois com o filho nascido de incesto com o próprio pai etc.",1,objetivo
"uma civilização que pode imaginar uma Terra sem humanos.",1,objetivo
"Após o primeiro acesso de raiva cega, Manny percebe que somente juntos podem se livrar de seus problemas e começar uma nova vida.",1,objectivo
Mas ele ainda é melhor na educação do que Rick.,1,objetivo
"O filme traz um equilíbrio entre a carreira humana e artística de um talentoso dançarino, coreógrafo, ator, diretor de teatro e televisão e um criador versátil.",1,objective
No entanto, sua cor de pele é o tópico número um.,1,objetivo
"O Centro de Pesquisa Binatang, fundado em 1997 pelo biólogo Vojtěch Novotný, é um dos poucos centros de pesquisa em Papua Nova Guiné.",1,objetivo
Terence Hill atira mais rápido que sua sombra como Lucky Luke.,1,objectivo
Dom Salluste é um ministro - não pode fazer outro trabalho.,1,objetivo
"O fato de eu ter invadido algum lugar e chantageado algo acabou!",1,objectivo
"Jenny também confisca as chaves de Heather de Lena, entregando-as ela mesma.",1,objective
"Após um ano de crescimento extraordinário, a rede não regulamentada ArakNet torna-se o alvo da agente da NSA Rebecca Stroud, que promete se infiltrar na rede a todo custo.",1,objectivo
