,FINAL,FRASE,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,OBJ/SUBJ
1753,0,se o hd do meu dell não tivesse estragado hoje eu já estaria com o hashtag no meu note,,,,,,,,,,,,,objetiva
1754,0,username a atualização foi feita sem problemas durando number horas de atualização não houve problemas de incompatibilidade no meu note dell,,,,,,,,,,,,,objetiva
1755,-1,username sim e eu dei azar acho meu note vive dando problema e a assistência da dell fala que é incompatibilidade com a number,,,,,,,,,,,,,subjetiva
1756,-1,não estou conseguindo assistir séries no note dell seus inúteis,,,,,,,,,,,,,subjetiva
1757,0,alguém sabe como fazer funcionar o microfone externo do note dell o microfone do conector,,,,,,,,,,,,,objetiva
1758,0,cara peguei um note da dell i7 pra consertar e num é que ele roda hashtag e meu computador i5 com placa de video url,,,,,,,,,,,,,objetiva
1759,1,meu note resolveu ligar depois de number anos dell te amo,,,,,,,,,,,,,subjetiva
1760,0,username username username da onde veio esse extraterrrestre meu note sequer foi concertado desde que saiu da dell menos bem menos kkk,,,,,,,,,,,,,objetiva
1761,-1,nunca vi um note recém novo travar como esse velho ainda é da dell,,,,,,,,,,,,,subjetiva
1762,0,oferta relâmpago no site da dell e meu pai ainda não liberou o cartão pra eu comprar meu note ddd,,,,,,,,,,,,,objetiva
1763,-1,a maldita dell não me deixa carregar a bateria do note e amanhã não vai ter luz,,,,,,,,,,,,,subjetiva
1764,-1,eras a dell demorar menos pra atualizar o note isso eras muito,,,,,,,,,,,,,subjetiva
1765,-1,username username meu note dell também começou a reiniciar do nada com o problema 0xc000021a emoticon,,,,,,,,,,,,,subjetiva
1766,-1,pela terceira vez em number meses recebo a visita do suporte da hashtag e fico mais uma vez sem note nada resolvido obrigada username,,,,,,,,,,,,,subjetiva
1767,0,bom dia saiba tudo sobre o touchpad do seu note dell url … url ver conteúdo multimídia,,,,,,,,,,,,,objetiva
1768,-1,eu achava que a username era boa até hd de 1tb do meu inspiron number morrer de vez e agora será que eu compro um acer como meu próximo note,,,,,,,,,,,,,subjetiva
1769,-1,e esse meu note novo i7 quinta geração ssd e a porra da webcam não funciona ary que beleza hein dell,,,,,,,,,,,,,subjetiva
1770,-1,mary pretextou dell no brasil gente não confia nesse papo da dell de melhor suporte não os técnicos fizeram uma azorra no meu note e eu tive que me virar mary adicionou dell no brasil username o futuro da sua empresa cal,,,,,,,,,,,,,subjetiva
1771,0,mentira dell me da um note novo porque o meu está pela hora da morte,,,,,,,,,,,,,objetiva
1772,-1,cara não é porque tenho note da dell que quero propagandeia de number em number ministério no meu computador obrigada densada,,,,,,,,,,,,,subjetiva
1773,0,username prazo de number dias está ótimo pelo que andei vendo por ai haahha mas pela dell dependendo do note também demora mais aqui,,,,,,,,,,,,,objetiva
1774,0,username tenho um note da dell rs,,,,,,,,,,,,,objetiva
1775,0,username mas é exceção montou uma máquina top na época tenho um note dell de number c2d number que está rodando liso ainda,,,,,,,,,,,,,objetiva
1776,1,é muito bom ter note novo dell number em number muito massa,,,,,,,,,,,,,subjetiva
1777,0,username fagner gentiliza esse note é muito bom aqui está url,,,,,,,,,,,,,objetiva
1778,-2,ai você faz os testes da dell da erro você atualiza os drives reinicia e o note da tela azul e não inicia emoticon ai like it,,,,,,,,,,,,,subjetiva
1779,0,a dell bem que podia aceitar um note usado como parte de pagamento num novo não é,,,,,,,,,,,,,objetiva
1780,0,eu fiz isso no meu penúltimo note um dell xps joguei o hd para a baia do cadê fica muito bom e barato o ssd de number 0gb dá conta do windows …,,,,,,,,,,,,,objetiva
1781,0,jogging dellanima qual rosário recitado correndo url,,,,,,,,,,,,,objetiva
1782,0,pois é darth infelizmente não é um mal exclusivo dos adutores pasme um note dell com pro i5 4gb ram ddr3 placa de video dedicada …,,,,,,,,,,,,,objetiva
1783,0,estou querendo comprar um note da dell,,,,,,,,,,,,,objetiva
1784,0,username ciado so delluscita a breve del note number má del note number ninguém é mai sentio parlar,,,,,,,,,,,,,objetiva
1785,0,isa pretextou perguntas o desktop é dell e o note é semp toshiba quebrei os dois isa adicionou perguntas username number qual a marca do seu computador,,,,,,,,,,,,,objetiva
1786,0,note dell computadores e acessórios jardim sabará são paulo candidatese agora é url url ver resumo,,,,,,,,,,,,,objetiva
1787,1,dell é dell sistema de ventilação duplo em note ultrabook dell show hashtag url,,,,,,,,,,,,,subjetiva
1788,1,patrãozinho vai me dar um note da dell i7 com number gigabytes ram pra trabalhar,,,,,,,,,,,,,subjetiva
1789,0,quando acaba a garantia do meu note para eu poder desinstalar essas coisas da dell dele,,,,,,,,,,,,,objetiva
1790,-1,qual é o problema da dell com o windows number hein já é o segundo note que vejo que dá problema com essa versão,,,,,,,,,,,,,subjetiva
1791,1,e agora o que faço meu note foi para o espaço ah se eu pudesse ter username username compraria hoje inspiro number em number link permanente da imagem incorporada,,,,,,,,,,,,,subjetiva
1792,0,username eu tenho notebook e ps4 mas comprei o note pensando em jogar claro é da dell e tem uma placa de vídeo dedicada de 2gb,,,,,,,,,,,,,objetiva
1793,0,username ei dell preciso de uma autorizada mas comprei meu note nos eua em number e não tenho mais a nota fiscal,,,,,,,,,,,,,objetiva
1794,0,não tava manjado que note da dell era diferente pra fazer o boot,,,,,,,,,,,,,objetiva
1795,-1,ainda estou processando o que a dell queria me cobrar pra trocar a tela do meu note sério estou chocada,,,,,,,,,,,,,subjetiva
1796,0,username dá uma olhadinha aqui url qual te interessa mais conta pra mim beijo,,,,,,,,,,,,,objetiva
1797,-1,a dell enlouqueceu quer me cobrar ar number number só pra trocar a tela de um note que paguei ar number choro ou do risada,,,,,,,,,,,,,subjetiva
1798,1,username eu estou juntando dinheiro pra comprar um desktop fantástico mesmo da dell mas por enquanto tenho que me virar com o note mas ele,,,,,,,,,,,,,subjetiva
1799,0,algum querido ned para consertar um note dell novo e instalar o linux e o ubuntu passarei por sampa sp e anu nas url,,,,,,,,,,,,,objetiva
1800,0,amem hoje fiquei na duvida entre compara um note da dell um xbox360 ou um ps3 ainda bem que não comprei não ia ter como pagar mesmo,,,,,,,,,,,,,objetiva
1801,0,meu note está bem louco vou ter que ligar pra dell segunda,,,,,,,,,,,,,objetiva
1802,0,os computadores dell são maravilhosos porém o suporte não é aquilo que eles falam sério tive que arrumar meu note sozinha,,,,,,,,,,,,,objetiva
1803,-1,não de dell url … link permanente da imagem incorporada,,,,,,,,,,,,,subjetiva
1804,0,esse é meu papel de parede de note agora vocês imagina a cara do técnico da dell quando viu isso link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
1805,0,username username não mesmo tem um note dell de number aqui que ainda quebra o galho quando este computador vai pra hospital,,,,,,,,,,,,,objetiva
1806,-1,username username eu gostava mais da dell quando era possível montar o computador note com as configurações desejadas,,,,,,,,,,,,,subjetiva
1807,0,username cara vi um vídeo seu de number sobre um note dell que apresentava problema na placa de vídeo seu problema foi resolvido valeu,,,,,,,,,,,,,objetiva
1808,-1,pelo amor e deus como a dell faz note tão ruim sós mac,,,,,,,,,,,,,subjetiva
1809,-1,por que note da dell e tão ruim,,,,,,,,,,,,,subjetiva
1810,0,legal chegaram os notes da dell hashtag,,,,,,,,,,,,,objetiva
1811,0,meu note é sony e é o melhor notebook que já tive o outro era dell,,,,,,,,,,,,,objetiva
1812,0,gente vocês aí que tem note da dell já precisaram trocar de carregador,,,,,,,,,,,,,objetiva
1813,0,quase compro o note da dell com hd de 1tera,,,,,,,,,,,,,objetiva
1814,-1,meu note era estão bonitinho quando chegou agora está uma desgraça pra remover todos esses virus quase mandando pra dell,,,,,,,,,,,,,subjetiva
1815,-1,username username meu note está com number anos e number meses já está caducando que é isso praticamente só uso word e internet,,,,,,,,,,,,,subjetiva
1816,1,username meu irmão tem um note da dell é uma boa marca acho,,,,,,,,,,,,,subjetiva
1817,-1,caracas o meu note está dando hashtag para o hashtag isso porque é hashtag,,,,,,,,,,,,,subjetiva
1818,1,rapaz note da sony não dá pega um da dell que seus problemas acabam,,,,,,,,,,,,,subjetiva
1819,0,username dell comprei um note noite dell no cópias e preciso da nota fiscal perdi meu email por isso não tenho o número do pedido ajuda,,,,,,,,,,,,,objetiva
1820,0,eu estou pensando eu cata outro note pra mim um dell windows number 4gb core i7,,,,,,,,,,,,,objetiva
1821,-1,eu burra paguei quase number reais num antivírus que veio note dell username que não serve muito e ainda tem uma maldita listra notebook,,,,,,,,,,,,,subjetiva
1822,0,preciso do orientações da dell para a garantia do meu note help,,,,,,,,,,,,,objetiva
1823,-1,alerta não comprem no site da dell comprei meu note number gigabytes no site dell e achei no site extra mais barato e com 1t link permanente da imagem incorporada,,,,,,,,,,,,,subjetiva
1824,-1,dá uma olhada nessa reclamação que eu fiz contra dell computadores do brasil no username url,,,,,,,,,,,,,subjetiva
1825,0,conhece o rugged é o famoso note pra toda obra url,,,,,,,,,,,,,objetiva
1826,-1,tentando recuperar meu note com a username mas está difícil username url … ver resumo,,,,,,,,,,,,,subjetiva
1827,0,iria pegar um note da hp mas já to de olho em um dell,,,,,,,,,,,,,objetiva
1828,0,fechamos com a dell tomara que eu consiga um desk e um note pra trampar,,,,,,,,,,,,,objetiva
1829,0,há number anos comprei um xps da dell paguei ar number number nele hoje fui ver outro xps não queria migrar pro note de url,,,,,,,,,,,,,objetiva
1830,0,marcelo abriu meu note e concertou depois não quis reconhecer nenhum drive da dell ai ele me emprestou um dele espero que tenha jeito ainda,,,,,,,,,,,,,objetiva
1831,0,comprei um novo note pra gibi o antigo tava meio cagado,,,,,,,,,,,,,objetiva
1832,0,mentira rsrsrs depois que minha mãe comprar o note da dell e o the sims number não vou pedir mais dinheiro pra ela,,,,,,,,,,,,,objetiva
1833,-1,number hora e number ministério foi o tempo que fiquei no telefone com o cara da dell pra dar um jeito nesse note o ruim só foi o fato de não ter viva voz nessa para,,,,,,,,,,,,,subjetiva
1834,-1,username username tenho um computador dell e é so amor mas recentemente comprei um note e com number dias tava travando resumindo procon,,,,,,,,,,,,,subjetiva
1835,0,rumo a um dia muito bom com fiel companheiro hashtag hashtag hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
1836,-1,nada pior que acordar ligar o note e descobrir que queimou a placa wifi 3 hashtag username,,,,,,,,,,,,,subjetiva
1837,0,os pus são todos dell e os note da toshiba mano quem usa note da toshiba,,,,,,,,,,,,,objetiva
1838,0,username tenho um note de number reais da dell com 2gbvídeo dedicado que roda quase tudo hoje em dia gostaria de ver artigos nessa faixa,,,,,,,,,,,,,objetiva
1839,0,username username username nem sempre mais notes da dell tem vindo sem,,,,,,,,,,,,,objetiva
1840,-1,username dell desrespeita consumidor conclusão compro o note direto da dell e mesmo depois da garantia sou obrigado a manter sua,,,,,,,,,,,,,subjetiva
1841,1,ai sua mãe interrompe a atualização do note e ele não liga mais obrigado hashtag hashtag pela atenção obrigado cara que me atendeu salvaram meu dia,,,,,,,,,,,,,subjetiva
1842,0,username tenho um dell vostro porém não veio com a mídia do windows essa mídia não deveria acompanhar o note,,,,,,,,,,,,,objetiva
1843,0,le note dellamore migue cris url,,,,,,,,,,,,,objetiva
1844,0,sou taurino dell vou ficar com esse note pelo resto da minha vida se for preciso hashtag,,,,,,,,,,,,,objetiva
1845,-1,pelo menos vou vender finalmente meu note dell não quero nem cheiro dessa marca perto de mim nunca mais,,,,,,,,,,,,,subjetiva
1846,1,saudades note dell sempre achei os lenovo com cara de coisa vagabunda e os técnicos falaram que era de boa vai tranquila cu,,,,,,,,,,,,,subjetiva
1847,0,e também estou vendendo esse note url …,,,,,,,,,,,,,objetiva
1848,0,username é osso meu note está antigo já a dell demora com os dates,,,,,,,,,,,,,objetiva
1849,-1,comprei um note dell pouco antes de eu viajar de férias voltei domingo agora o bicho já está dando problemas puta que pariu sabe,,,,,,,,,,,,,subjetiva
1850,0,qual a chance do carregador do meu note da dell botar fogo no colchão durante a noite,,,,,,,,,,,,,objetiva
1851,0,queria comprar note da dell mas só encontro com teclado numérico e não gosto,,,,,,,,,,,,,objetiva
1852,-1,dá uma olhada nessa reclamação contra dell computadores do brasil no username técnico anu url,,,,,,,,,,,,,subjetiva
1853,0,le note dellamore migue cris url via username,,,,,,,,,,,,,objetiva
1854,0,está ficando cada vez minha cara hashtag hashtag hashtag hashtag hashtag hashtag url,,,,,,,,,,,,,objetiva
1855,-1,sério dell eu tenho que decorar a quantidade de apitos que o retardado do meu note da,,,,,,,,,,,,,subjetiva
1856,-1,ave maria que bosta meu note está travando muito de um jeito anormal porra é um dell não era pra ser assim,,,,,,,,,,,,,subjetiva
1857,0,problemas com o carregador de seu note separamos as principais dicas para vocês url,,,,,,,,,,,,,objetiva
1858,-1,recebo tanto email da dell que quando for comprar outro note escolherei qualquer outra marca hashtag hashtag,,,,,,,,,,,,,subjetiva
1859,-2,bom dia pra quem não quis finalizar a compra do note ontem e hoje ele acordou ar number mais caro obrigada dell emoticon,,,,,,,,,,,,,subjetiva
1860,0,agora vou ficar com dois note dell i7 kkk,,,,,,,,,,,,,objetiva
1861,0,é a mesma coisa que você trocar dois ultrabook da dell por um note da positivo,,,,,,,,,,,,,objetiva
1862,1,dell melhor empresa não deu uma semana os loco vieram na baia trocar o lcd do note sem custo,,,,,,,,,,,,,subjetiva
1863,0,eu gosto ainda mais do meu note quando eu vou mexer em outro tava mexendo em um da dell que é muito reconhecido,,,,,,,,,,,,,objetiva
1864,-1,eu simplesmente não encontro no site da dell como faço pra solicitei o suporte deles porque meu note está com problema numa das portas usb dele,,,,,,,,,,,,,subjetiva
1865,0,vendendo meu note dell i7 com placa de vídeo 1gb ajuda aí galera emoticon url,,,,,,,,,,,,,objetiva
1866,0,separamos tudo sobre a bateria de seu note dell url,,,,,,,,,,,,,objetiva
1867,1,meu irmãozinho eu vou compra um note da dell ave eu fico la no trampo mexendo queria tanto para mim ave,,,,,,,,,,,,,subjetiva
1868,-1,meu note dá dando umas travada monstruosa mas não consigo atualizar os hardwares pelo site da dell sós,,,,,,,,,,,,,subjetiva
1869,0,depois que a gente compra um note é que vê dell i5 por menos de ar number sinceramente,,,,,,,,,,,,,objetiva
1870,-1,então não é eu clicar num negócio e o note reiniciou ele tava fazendo algo de backup dell sei lá aí não é foda,,,,,,,,,,,,,subjetiva
1871,0,voltei pra dell acabou a bateria do note e quase morri congelado lá,,,,,,,,,,,,,objetiva
1872,0,liguei para o técnico da dell hoje ficamos 2h no telefone ele teve que acessar meu note pelo remoto e o youtube entrou no suporte,,,,,,,,,,,,,objetiva
1873,0,username mas a dell deu outro note para o cliente,,,,,,,,,,,,,objetiva
1874,1,essa dell é demais note chegou,,,,,,,,,,,,,subjetiva
1875,-1,a dell cobrando a pequena quantia de ar number number pra trocar o lcd do meu note existem várias formas de assalto realmente,,,,,,,,,,,,,subjetiva
1876,-1,o username é a última esperança comprei note com office number a dell não mandou chave do produto e ainda me diz para resolver com a microsoft,,,,,,,,,,,,,subjetiva
1877,-1,cuidado com a dell adquiri um note dell com office incluído não mandaram a chave do produto e ainda me mandam falar com a microsoft,,,,,,,,,,,,,subjetiva
1878,0,username boa tarde restaurei meu note dell e veio cheio dos appplication que não uso quero saber como faço para instalar o windows sem os appplication,,,,,,,,,,,,,objetiva
1879,1,meu dell latitude é loco demais que note bom,,,,,,,,,,,,,subjetiva
1880,0,username tenho um note inspiron number e agora apos number anos veio a cair quebrando parte da tela qual forma de reparo oficial pela dell,,,,,,,,,,,,,objetiva
1881,0,indo pegar o novo note vamos ver o quanto a dell é legal,,,,,,,,,,,,,objetiva
1882,-1,achava que a dell era a menos pior dentre os notebooks e to a um ano quebrando a cara com o note indo e voltando da assistência,,,,,,,,,,,,,subjetiva
1883,0,vou começar a procurar um note da dell porque o meu está se entregando mesmo,,,,,,,,,,,,,objetiva
1884,0,duração das baterias todas com number quando caiu a luz wp lumia number horas e number note dell inspiron number horas e number ipad air ainda com number,,,,,,,,,,,,,objetiva
1885,0,estou namorando um note da dell,,,,,,,,,,,,,objetiva
1886,0,dell já pode me enviar meu note novo porque olha está impossível o negócio aqui,,,,,,,,,,,,,objetiva
1887,0,note com 8gb placa de video i5 touch e dell amarrei beijos,,,,,,,,,,,,,objetiva
1888,-2,gasta uma fortuna compre um dell seja feliz até acabar a garantia depois você pode desejar estar morta pois é assim que o note vai ficar,,,,,,,,,,,,,subjetiva
1889,-1,socorro esse note da dell sai o som embaixo por que designer por quê,,,,,,,,,,,,,subjetiva
1890,0,bom fugindo um pouco hoje não vai ser um computador ou note vai ser uma caixa de som da dell alto falante portátil url,,,,,,,,,,,,,objetiva
1891,0,cadê meu note da dell,,,,,,,,,,,,,objetiva
1892,0,dell pedindo para reiniciar o note para dar atualizar não quero não fica quieto,,,,,,,,,,,,,objetiva
1893,0,username username e o mercado todo desdenhou do dell streak que tinha number antes do galaxy note,,,,,,,,,,,,,objetiva
1894,-1,me dá vontade de chorar quando eu percebo que o note novinho que eu comprei da username esta com problemas desde a number terceira sem e eles não fazem nada,,,,,,,,,,,,,subjetiva
1895,0,le note áudio de username patrimônio dellumanitá username username username username username username,,,,,,,,,,,,,objetiva
1896,0,já estou a number anos com o note e nunca deu nada fora a bateria que durou exatamente o tempo de garantia coincidência hp próximo note dell,,,,,,,,,,,,,objetiva
1897,0,pergunta note da dell só funciona com carregador da dell,,,,,,,,,,,,,objetiva
1898,1,note da dell com uma baita configuração e valor também,,,,,,,,,,,,,subjetiva
1899,-1,gente a dell demora montar um note hein hashtag,,,,,,,,,,,,,subjetiva
1900,1,username postscript comprei um note da dell fera de por number acho que tu merece esse presente para sua alma,,,,,,,,,,,,,subjetiva
1901,0,username pesquisa direitinho sim o meu achei na fastshop kkk mas geralmente site da dell hp etc tem uma sessão que você monta seu note,,,,,,,,,,,,,objetiva
1902,1,então não sei vocês mas eu tenho note da hashtag hashtag purinho e foi meu namorado fofo que me deu,,,,,,,,,,,,,subjetiva
1903,-2,o carregador do meu note quebrou e como a dell é muito legal só o carregador dela funciona hashtag hashtag,,,,,,,,,,,,,subjetiva
1904,1,meu esse note da dell é sensacional,,,,,,,,,,,,,subjetiva
1905,0,separamos algumas dicas para solução de problemas com a bateria de seu note dell confira url,,,,,,,,,,,,,objetiva
1906,0,assessore conte presentada la estimaa dell ’ ambiente vegeto number url,,,,,,,,,,,,,objetiva
1907,0,não consigo encontrar a bateria para o meu note no site da dell emoticon,,,,,,,,,,,,,objetiva
1908,0,e esse notebook que compre na dell que não chega deram o prazo pra entregar no dia number mau it o tempo pra ficar sem note emoticon,,,,,,,,,,,,,objetiva
1909,0,username olá desculpe pela demora dá só uma olhadinha nessa incrível oferta url que tal beijo emoticon,,,,,,,,,,,,,objetiva
1910,-1,username meu note dell está dando number bips seguidos muito altos a todo momento ele funciona perfeitamente mas acho que pode ser algum problema,,,,,,,,,,,,,subjetiva
1911,0,preciso de note só para email web e word melhor comprar number dell ou number cce e ter um de reserva pelo mesmo preço,,,,,,,,,,,,,objetiva
1912,0,resolvido o meu problema comprei um note da dell top,,,,,,,,,,,,,objetiva
1913,0,o cara da dell veio trocar a carcaça do meu note rachou do nada sem nem eu ter dado queda e as ventoinhas tava com problema,,,,,,,,,,,,,objetiva
1914,0,gente eu fiz um negocio no meu note pelo site da dell e não sei o que ele está fazendo oo alguém ajuda,,,,,,,,,,,,,objetiva
1915,-1,preciso consertar meu note urgente mas essa dell é tão chata que se eu tentar consertar é capaz de ferrar ele mais ainda,,,,,,,,,,,,,subjetiva
1916,0,username já tentei fazer backup lá não funciona ou melhor cobram e não vou pagar nuvem da dell depois do que gastei com o note,,,,,,,,,,,,,objetiva
1917,0,username é a intenção,,,,,,,,,,,,,objetiva
1918,0,irmão do meio trocou de celular e vou herdar o iphone 4s dele irmão caçula trocou note e vou herdar o dell turbinado dele,,,,,,,,,,,,,objetiva
1919,1,gente garantia da dell é muito foda o técnico já veio e já arrumou meu note o,,,,,,,,,,,,,subjetiva
1920,0,username consegue um preço melhor neste note url ou a username consegue pra mim,,,,,,,,,,,,,objetiva
1921,-1,bateria do meu note dell parece que foi pro saco mais essa,,,,,,,,,,,,,subjetiva
1922,0,username username username username username habemus novo note dell rs emoticon,,,,,,,,,,,,,objetiva
1923,0,dor de cabeça de sono bem que o cara da dell podia ligar já pra eu poder ir dormir tenho que esperar ele ligar pra terminar de arrumar o note,,,,,,,,,,,,,objetiva
1924,1,username compra delação que username destrói nos note para games piratas chupa username não paguei nada,,,,,,,,,,,,,subjetiva
1925,1,note novo esse da dell kkk meu tio deu esse para doar para a igreja mas é muito tesão acho que vou desvialo haha link permanente da imagem incorporada,,,,,,,,,,,,,subjetiva
1926,0,quanto aos mouse ainda usam a porta usb um bluetooth resolve já que o note dell tem bluetooth e advinha só nunca usei,,,,,,,,,,,,,objetiva
1927,1,dei o note acer para pai e fiquei com o da dell bem melhor kkk,,,,,,,,,,,,,subjetiva
1928,-1,username só recomendo se comprar dell que se certifique que existe mesmo placa off quando chegar o note,,,,,,,,,,,,,subjetiva
1929,0,finalmente moleque um note dell e a lente fish eye pela metade do preço eu amo leilões,,,,,,,,,,,,,objetiva
1930,-1,eu tava com um problema no note consultor da dell falou que não tinha nada de errado agora o sistema está sendo restaurado por erro dele emoticon,,,,,,,,,,,,,subjetiva
1931,1,atualizar a bios dos note hashtag é muito suave né,,,,,,,,,,,,,subjetiva
1932,-1,porque os note da dell com intel i5 é tão caro ai que injusto o i7 então nem se fala,,,,,,,,,,,,,subjetiva
1933,0,username estou pensando em comprar um note mas estou em duvida entre um dell e um da username e aí me diga porque eu devo comprar o de vocês,,,,,,,,,,,,,objetiva
1934,0,to aceitando esse aqui url …,,,,,,,,,,,,,objetiva
1935,0,username ajuda ai esse notebook url … estava ar number number number hoje a tarde fui comprar agora subiu o preço me da um desconto,,,,,,,,,,,,,objetiva
1936,0,username ui meu note é dell também com quanto tempo deu essa vírus se rolar comigo também eu dou mortal pra traz,,,,,,,,,,,,,objetiva
1937,1,obrigada ao atendente da dell que consertou meu note prometo não entrar mais em pornô valeu falou,,,,,,,,,,,,,subjetiva
1938,0,vou ver um note dell mesmo que está mais em conta eu acho,,,,,,,,,,,,,objetiva
1939,-1,dell pior touchpad pior conexão pra fone pior processador ever que raiva desse note,,,,,,,,,,,,,subjetiva
1940,-2,para cada vez que meu note der erro e eu estiver trabalhando vou postar obrigado username dell ajuda a me dar um infarto só se for,,,,,,,,,,,,,subjetiva
1941,-1,absolutamente irritado com a username devolveram o note nem a manutenção e às vésperas do vento da garantia,,,,,,,,,,,,,subjetiva
1942,0,o moço da dell quando veio fazer a manutenção no meu note ficou intrigado com o nome de registro do note puzzle até eu explicar pra ele,,,,,,,,,,,,,objetiva
1943,0,comprei um note na dell a number anos recebo ofertas de note até hoje,,,,,,,,,,,,,objetiva
1944,0,lembrando que o carregador é universal para todos os note sim hashtag,,,,,,,,,,,,,objetiva
1945,0,username me doa um notebook o meu foi furtado o ano passado e é triste ficar sem note formador de opinião divulgo a dell em sp,,,,,,,,,,,,,objetiva
1946,0,e essa compra casada do magazine luiza compre um notebook e leve o livro do turminha url,,,,,,,,,,,,,objetiva
1947,-2,acabei de pagar baús de moedas de ouro em um note da dell espero que quando chegar já venha a arma junto pra eu me matar logo em seguida,,,,,,,,,,,,,subjetiva
1948,-1,instalando note em pleno hashtag hashtag hashtag hashtag hashtag link permanente da imagem incorporada,,,,,,,,,,,,,subjetiva
1949,1,tweet para declarar o meu amor pela dell e pelo meu novo note sensacional carismáticos e rápido beijos,,,,,,,,,,,,,subjetiva
1950,0,preciso de um help quem puder dá retweeet meu computador está com problema não consigo abrir a cam pra nada alguém me ajuda é um note da dell,,,,,,,,,,,,,objetiva
1951,1,number meses com meu notebook da dell com o linux e nunca vi travar o outro note de casa recém concertado menos de um mês já travou 3x,,,,,,,,,,,,,subjetiva
1952,0,aproveitando a onda da lenovo estou baixando a ciso do windows pura pra limpar a instalação da dell aqui do note,,,,,,,,,,,,,objetiva
1953,0,hashtag cultura dell ’ absolto dela musica clássica con baby bofe ’ e note sul registro url,,,,,,,,,,,,,objetiva
1954,-1,a dell me coloca number 6gb de ram e uma hd de apenas number 0rpm aí essa me de note parece que é valvulado preciso comprar uma ssd urgente,,,,,,,,,,,,,subjetiva
1955,1,estou aqui sambando na cara da população com meu novo notebook dell hashtag hashtag hashtag hashtag,,,,,,,,,,,,,subjetiva
1956,1,username sim emoticon não era poderoso como eu queria mas eu note da dell lindo e melhor que o meu antigo,,,,,,,,,,,,,subjetiva
1957,0,username é um dell teu note,,,,,,,,,,,,,objetiva
1958,0,garçom amigo apague a luz da minha mesa eu não quero que ela note que trago em mim tanta tristeza,,,,,,,,,,,,,objetiva
1959,0,de tanto que o mesmo técnico da dell veio aqui que já confio nele em desmontar meu note para arrumar algo,,,,,,,,,,,,,objetiva
1960,0,username o meu é o mcafee porque como o meu note é da dell e veio o antivírus incluso nele hgffhjklkjhgfdd,,,,,,,,,,,,,objetiva
1961,0,username só achei estranho porque meu note e o da minha mãe são da samsung e não consertaram já o desk top é dell e o net é positivo conecta,,,,,,,,,,,,,objetiva
1962,0,username username não teve jeito peguei outro note para assistir essa foto e trabalhando na corretora dell porto seguro hashtag,,,,,,,,,,,,,objetiva
1963,0,minha mãe é tão foda que ela conseguiu um note da dell pra mim por number pila,,,,,,,,,,,,,objetiva
1964,0,dificuldades com seu monitor de tela plana ou tela do seu note da dell a incline te ajuda confira aqui como url,,,,,,,,,,,,,objetiva
1965,1,consegui trocar meu note ao invés de mandar pra assistência peguei um da dell melhor que o meu e pelo mesmo valor sorte grande,,,,,,,,,,,,,subjetiva
1966,0,hashtag dell lança notebook com sistema ubuntu e tela 4k no brasil a dell lança nesta semana um note url,,,,,,,,,,,,,objetiva
1967,0,para os campeiros que emoticon tecnologia notebook dell inspiron com intel core i5 por ar number number url,,,,,,,,,,,,,objetiva
1968,0,olha o note people,,,,,,,,,,,,,objetiva
1969,0,username preciso do note não quero levar o meu dell touchscream e ser roubado,,,,,,,,,,,,,objetiva
1970,0,abríamos novo presidente sergio mataremna da união de centroesquerda partido democrático com amigos cantando o hino url,,,,,,,,,,,,,objetiva
1971,1,comprei um note da dell chupa humanidade,,,,,,,,,,,,,subjetiva
1972,-1,frustrado com o atendimento da dell note com number semanas deu problema no carregador suporte ficou de me enviar um novo username,,,,,,,,,,,,,subjetiva
1973,1,comprei o note por causa do excel en te suporte da dell username,,,,,,,,,,,,,subjetiva
1974,0,username to te mandando uma coca mas quando a dell tiver fazendo uma promoção dessas com favor me mande um note novo porque o meu está um cu valeu,,,,,,,,,,,,,objetiva
1975,0,o gente me diz qual marca de note é melhor acer dell ou hp,,,,,,,,,,,,,objetiva
1976,1,obrigado dell pelo presentinho bolsa pra note de number e hd de 1tb consultoria dell é na rede … url,,,,,,,,,,,,,subjetiva
1977,0,achei a pulseira do carregador do meu note da dell e hiper combinou com meu pulso,,,,,,,,,,,,,objetiva
1978,0,amigos estou sem topetudo essa semana o cara da dell veio arrumar meu note ontem mas o problema repetiuse e url,,,,,,,,,,,,,objetiva
1979,-1,precisa de suporte username no fim de semana esqueça problemas no carregador do note novo na sexta noite esperando ate number dias para repor,,,,,,,,,,,,,subjetiva
1980,-1,queria muito que fosse mais rápido a atualização do note a dell só fode os caras,,,,,,,,,,,,,subjetiva
1981,0,username meu note esta esquentando absurdamente rápido como proceder,,,,,,,,,,,,,objetiva
1982,0,para amigos que perguntou sobre setup dell totalmente diferente dos outros assim como o note do lado que acabou de url,,,,,,,,,,,,,objetiva
1983,-2,uma treta com a username me passaram a informação que meu note chegaria hoje mas graças a username só chegará dia number valeu aí,,,,,,,,,,,,,subjetiva
1984,-1,cara da dell está aqui trocando as peças do note de novo espero que resolva dessa vez,,,,,,,,,,,,,subjetiva
